Description,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude
Ayala Alabang Village House and Lot For Sale Modern Mansion with Pool Muntinlupa,"Ayala Alabang, Muntinlupa",420000000,7,7,1233,816,14.4226096,121.0269407
"2 Story House and Lot for sale in Baguio, Benguet","Loakan Proper, Baguio",7900000,4,2,90,100,16.3754537,120.613781
House And Lot In Tugbok,"Tugbok, Davao",20000000,3,2,200,281,7.1035383,125.4948467
"Fully Furnished 4-Bedroom House and Lot for Sale in Angeles City, Pampanga",Angeles,24000000,4,4,290,246,15.1389351,120.5875321
"WJV Heights Bare Unit 2-Storey Townhouse for Sale in Liburon, Carcar City","Liburon, Carcar",2350000,3,1,47,40,10.1169892,123.6525065
4BR Beautiful Tuscany Estate Exclusive Subdivision Housefor sale in San Fernando,"Biday, San Fernando",8691000,4,3,143,94,16.639055,120.3249608
Newly painted House and Lot for Sale in Greenwoods Executive Village Pasig City,"San Miguel, Pasig",26950000,5,,500,362,14.5658684,121.0855568
"House for Sale at Greenhills East, San Juan City near Corinthian Gardens","Greenhills, San Juan, National Capital Region, Philippines Greenhills, San Juan",,7,7,1357,1000,,
"House and 2 Lots Package for sale (RFO) in Tuscany Estate, San Fernando","Biday, San Fernando",10542000,3,2,134,188,16.639055,120.3249608
BLS2021-033 | For sale| 2-Storey Single Detached Duplex House  in Parañaque,"Don Bosco, Paranaque",18000000,6,6,235.5,210,14.4843304,121.0314209
Townhouse For sale in Mandaluyong city 3 Car garage,"Plainview, Mandaluyong",22800000,4,4,228,55,14.5766961,121.034781
Large House for sale Exquisite Haven in Baguio City! Your Dream Lifestyle Awaits,"Bakakeng North, Baguio",20000000,4,3,280,600,,
"4-BR Magallanes Village, Makati House and Lot For Sale Narciso Realty","Magallanes, Makati",115000000,4,3,275,350,14.54197105,121.0193326
Baguio City Overlooking Customized & Modern Design House and Lot Package,"Camp 7, Baguio",17970000,5,3,150,335,16.3823953,120.6020345
"For Sale : 5BR House and Lot in BF Homes, Parañaque City | 1DS-064","B. F. Homes, Paranaque, National Capital Region, Philippines B.F. Homes, Paranaque",45000000,5,5,459.32,308,,
"For sale Townhouse Property Near Tagaytay, Cavite","Mendez Crossing East, Tagaytay",2044125,3,1,54,50,14.0986539,120.9217945
"For Sale: Modern & Elegant Townhouse in Vermont Royale Executive Village, Rizal","Mayamot, Antipolo",12500000,4,3,211,90,14.6248348,121.1213588
5 Bedroom Modern High End Interior House in Guadalupe,"Guada Plains Guadalupe, Cebu",25000000,5,4,211,182,,
San Juan 4BR Near the Beach  Modern Design House and Lot Package (RFO),"Panicsican, San Juan",9750000,4,2,148,140,16.66243945,120.3306378
"RFO House and Lot for sale in San Pedro, Laguna near SLEX-MCX, Munt., Alabang","San Antonio, San Pedro",7500000,5,3,188,197,14.3565545,121.0252281
"4 Bedroom House and Lot for sale at South Breeze in Biñan, Laguna (Federique)","San Francisco, Binan",13070000,4,3,147,304,14.3332614,121.0557498
For Sale 4-Bedroom House & Lot along Cirilo Street near Don Antonio Quezon City,"Cirilo Street, Isidora Hills Subdivision Holy Spirit, Quezon City",26000000,4,3,110,476,,
Brand New Modern Tropical Design Home for Sale in Ayala Heights Quezon City.,"Matandang Balara, Quezon City",168000000,5,5,820,476,14.6716797,121.0745345
"Beautiful House with 3 Bedrooms at Portofino Heights, Las Piñas City For Sale","Almanza Dos, Las Pinas",55000000,3,,334,564,14.4234362,121.0223422
RFO House and Lot for sale in the heart of Quezon City!,Quezon City,35530000,4,3,198,111,14.6510546,121.0486254
2 Sty 4BR Ayala Heights House and Lot for Sale- Quezon City,"Diliman, Quezon City",110000000,4,5,450,800,14.6361294,121.0335841
PASAY HOUSE FOR SALE,"San Roque, Pasay",120000000,11,7,,730.16,6.9406291,122.0390242
"Affordable Townhouse Unit for Sale in Tanauan Ctiy, Batangas! Inquire Now!","Bagumbayan, Tanauan",1838000,2,1,44.5,58.5,14.0741993,121.138914
4 Bedroom Single Attached House for Sale Molino Bacoor Cavite,"Molino III, Bacoor",8500000,4,3,180,200,14.3981725,120.9782219
House and Lot For Sale Ayala Alabang Muntinlupa with Pool,"Ayala Alabang, Muntinlupa",310000000,5,5,1000,700,14.4226096,121.0269407
"3 Bedroom House for Sale at McKinley Hill Village, Taguig near McKinley West","McKinley Hill Dr, 1634 Taguig City, Philippines Pinagsama, Taguig",112000000,3,4,420,198,,
Customized North Olympus Subdivision Phase - 1 Quezon City,"Philippines, Caloocan City North, Barangay 172, Thaddevs Kaligayahan, Quezon City",6000000,3,2,155,100,,
"Brand New 2 Storey House for Sale in BF Homes, Paranaque City","B.F. Homes, Paranaque",26500000,4,4,350,293,14.4462789,121.0274109
"House and lot For Sale at Saint Ignatius Village, Quezon City","Saint Ignatius, Quezon City",73780000,3,3,250,434,14.6130801,121.0729596
"2 Bedroom Townhouse for sale in San Rafael, Bulacan","Pinacpinacan, San Rafael",1200000,2,1,44,36,14.9977275,120.9132957
5 Bedrooms House and Lot For Sale in Tagum City,"Visayan Village, Tagum",8005320,5,3,100,,7.431843,125.803791
"AFPOVAI House and Lot for Sale - Phase 5 in AFPOVAI, Fort Bonifacio, Taguig City","Fort Bonifacio, Taguig",63000000,4,4,172,400,14.5494253,121.0509721
"L-R-1-784- Acquired Property for Sale in Lot 16, Block 5, Alley 2, Road Lot 5, Villa Clara Homes, Brgy. San Sebastian, Hagonoy, Bulacan - Retail","San Sebastian, Hagonoy",4377000,,,215,196,14.8321724,120.7349369
Corner House and Lot for Sale inside High End Subdivision in Lapu-Lapu,"Marigondon, Lapu-Lapu",7500000,3,3,180,136,10.2744239,123.9760833
2 Storey House and Lot for Sale in Corinthian Gardens Quezon City,"Ugong Norte, Quezon City",370000000,4,4,700,899,14.5977372,121.0704752
New North Olympus Brand New Townhouse for Sale in Quezon City - jojo  Obra,"Kaligayahan, Quezon City",4200000,3,2,65,48,14.7383609,121.0508834
"Golfer's Paradise Home - 5-BR House For Sale in Tagaytay Highlands, Talisay","Tranca, Talisay",60000000,5,6,700,400,14.1075781,121.0527384
Modern Industrial House & Lot For Sale in Manila Southwoods with pool & view,"Manila Southwoods Cabilang Baybay, Carmona",105000000,5,5,565,915,14.3220676,121.0396437
"4-Bedroom Duplex House and Lot for Sale in Ridgemont, Taytay, Rizal","San Isidro, Taytay",9800000,4,3,170.13,82,14.5766542,121.1331821
Renovated 3BR Townhouse in near Wack-Wack Manda shaw edsa,"Plainview, Mandaluyong",24000000,3,2,82,200,14.5766961,121.034781
For Sale: Bungalow Pool Villa House in Angeles City Pampanga,"Balibago, Angeles",9500000,3,2,185,320,15.1686735,120.5903508
"5 Bedroom Modern House For Sale in Vista Real Classica 2 Homes, Quezon City","Batasan Hills, Quezon City",48000000,5,4,316.54,353,14.6862585,121.099335
"3-Storey Duplex House and Lot For Sale at Ridgemont, Taytay (overlooking view)","San Isidro, Taytay",12500000,4,4,219.84,95,14.5766542,121.1331821
"House & Lot with Ground Floor Bedroom For Sale in Dasmariñas, Cavite","Paliparan I, Dasmarinas",,5,3,142,168,14.3195033,120.9853985
"Brand New House 4 Bedroom For Sale in Dau, Mabalacat, Pampanga","Dau, Mabalacat",27000000,4,4,350,251,15.1760734,120.5887353
"Pre-selling 2-Storey Townhouse For Sale at Molino VII, Bacoor, Cavite","Molino VII, Bacoor",4600000,3,2,114,90,14.4033478,120.997701
"3BR Townhouse in Sampaloc, Manila City For Sale near UST Manila","M Dela Fuente Sampaloc Manila Sampaloc, Manila",13000000,3,,130,50,14.6142957,120.9911224
"2-Storey House and Lot for sale in Avida Settings Bacoor, Cavite","Avida Setting Bacoor Cavite Molino IV, Bacoor",18000000,6,6,432,278,,
3-Bedroom Townhouse For Sale in Las Piñas (walking distance to SM Southmall),"Almanza Uno, Las Pinas",8574500,3,2,124,80,14.42473245,121.0145735
"Rush Sale Old House and Lot in San Miguel Village, Makati City","Poblacion, Makati",80000000,4,3,326,326,14.566261,121.0313853
"5 Bedroom House w/ Vacant Lot in Sto. Niño Village in Dove Street, Mandaue","Dove Street, Banilad, Mandaue City Banilad, Mandaue",50000000,5,5,300,852,,
Brand New 3 Story Townhouse in East Fairview Q.C. Philhomes - Jojo F Obra,"Philippines, Quezon City, Fairview Fairview, Quezon City",7500000,4,4,138,58,14.70677915,121.0732365
Brand New 5 Bedroom House and Lot for Sale at Alabang West Village Las Piñas,"Almanza Dos, Las Pinas",79500000,5,5,542,333,14.4234362,121.0223422
"Prime Location, Modern Living: Stylish Triplex Townhouse Near Skyway","Sun Valley, Paranaque",8800000,3,3,118,66,14.4888415,121.0325173
"5BR, 5Toilet Single House with Attic Indang, Cavite","Calumpang Lejos I, Indang",7500000,5,5,150,220,14.2370249,120.8451265
"Beach House For Sale in Calatagan Batangas, Ideal for Resthouse",Calatagan,,5,3,965,965,13.8329883,120.6322361
nice location  modern single house and lot for sale in marcelo green village,"Marcelo Green Village, Paranaque, National Capital Region, Philippines Marcelo Green Village, Paranaque",26000000,5,4,271,251,,
"3 Bedroom Townhouse for Sale in San Juan, Modern and Practical Design","Onse, San Juan",15300000,3,3,143,27,14.6017402,121.0314553
3 Storey Modern Contemporary Design Corner house and Lot for Sale in Tierra,"Bigaa, Cabuyao",16000000,4,3,370,198,14.2911218,121.1288165
"Well-ventilated 3-Bedroom Home for Sale in BF Homes, International","B.F. International Village, Las Pinas",18500000,3,3,270,332,14.4483726,121.0098171
"FOR SALE - Townhouse in Brgy. Teacher East Village, Quezon City","Teachers Village East, Quezon City",22995980,3,4,277.06,68,14.6442313,121.059698
"Woodside by Endurahomes - Alameda Townhouse Unit for Sale in Tanza City, Cavite","Paradahan I, Tanza",1846470,2,1,39,60,14.3252413,120.8600916
4 Bedroom House and Lot For Sale in General Trias Near Tagaytay property,"Panungyanan, General Trias",4000000,4,2,81,110,14.2349557,120.9217871
4 Bedroom House and Lot for Sale in Sabella Village General Trias Cavite,"Panungyanan, General Trias",4000000,4,2,81,110,14.2349557,120.9217871
"5 Bedroom House for Sale with Pool & Elevator at Hillsborough, Muntinlupa City","Buckingham, 1771 Muntinlupa, Philippines Cupang, Muntinlupa",90000000,5,5,700,400,,
2 Storey Ready for Occupancy Townhouse in NIA Tandang Sora Quezon City Last Unit,"Tandang Sora, Quezon City, National Capital Region, Philippines Tandang Sora, Quezon City",8200000,3,2,112,60,,
"3 Bedroom Single Detach House for Sale in Merville, Parañaque City","Merville, Paranaque",24000000,3,2,250,348,14.501909,121.0266683
"6 Bedroom House for Sale with Pool in Terrazas De Punta Fuego, Nasugbu, Batangas","Natipuan, Nasugbu",35000000,6,6,434,405,14.1200018,120.6239076
Dagupan City 3BR Customized & Modern Design House and Lot Package,"Bonuan Boquig, Dagupan",4920000,3,2,80,180,16.0774984,120.3580251
"House and lot for Sale in Greenwoods Executive Village, Pasig City","Pinagbuhatan, Pasig",30000000,6,5,500,204,14.5574086,121.0909665
For Sale Ready For Occupancy (RFO) House and Lot at Beverly Hills at Lipa City,"Kayumanggi, Lipa",4059035,3,2,102,129,13.9231445,121.1593833
Pre-Owned Stylish 3 Storey Home with Swimming Pool for Sale in Muntinlupa City,"Tunasan, Muntinlupa",63500000,7,7,700,460,14.3801129,121.0514828
"Single Detached House and Lot with Garden in Sun Valley Estates, Antipolo City","Bagong Nayon, Antipolo",18000000,4,3,204,254,14.6261877,121.1685012
Modern 5 Bedroom Bungalow House and Lot with Big Garden and Pool at Antipolo,"Mambugan, Antipolo",25000000,5,5,300,610,14.6188242,121.1403666
"For Sale: Brand New House and Lot with Best View in Ayala Heights, Quezon City","Matandang Balara, Quezon City",168000000,5,5,820,480,14.6716797,121.0745345
"Semi-Furnished 2 Storey House and Lot for sale at Woodridge Park, Davao City","Woodridge Park Subd., Ma-a, Davao City Ma-A, Davao",20000000,3,3,160,169,,
"Brand New 3BR Townhouse for Sale in Cresta Verde, Quezon City, Philhomes","Cresta Verde Ave, Quezon City, Philippines Santa Monica, Quezon City",5400000,3,2,70,67.5,,
"2 Duplex Unit Sale in Brgy. Merville, Parañaque City with Rental Income","Merville, Paranaque",20000000,6,4,260,150,14.501909,121.0266683
Timeless-Designed Single Detached House and Lot at Don Antonio Heights,"Holy Spirit, Quezon City",10500000,3,2,180,176,14.6838626,121.0761031
"House For Sale (RFO) Antonina Expanded - Valley Verde Villas, Lipa City Batangas","Mabini, Lipa",4500000,3,2,80,80,13.8968125,121.1491625
5 Bedroom House in Talisay (Valencia 16),"Lawaan II, Talisay",16000000,5,4,400,180,10.253557,123.832139
For Sale Luxury House in Jardine de Busay w/ Pool in Cebu City,"Busay, Cebu",120000000,5,9,1500,1458,9.9172909,123.4294546
FOR SALE PRE-SELLING TRIPLEX HOUSE AND LOT IN LAS PIÑAS CITY NEAR AT SM SOUTHMAL,"Pilar, Las Pinas",8600000,3,3,130,80,14.4252635,121.0058656
4 Bedroom House & Lot w/ Treated Bamboo Guest House in Negros Oriental for Sale,"Liptong, Bacong",12000000,4,3,300,3267,9.2618887,123.245437
"2-Storey House For Sale in Hillsborough Alabang, Muntinlupa City","Buckingham, 1771 Muntinlupa, Philippines Cupang, Muntinlupa",43000000,4,5,400,380,,
"For Sale! Enchanting 3 Storey Triplex House in Sihanouk Village, Las Piñas City","Talon Kuatro, Las Pinas",,4,4,167,68,14.4411447,120.9989381
"Townhouse For Sale at Riverside Residences, Santa Lucia, Pasig City","Santa Lucia, Pasig",8530000,3,3,133,90,14.5842641,121.1013028
"For Sale 3BR House at McKinley Hill Village near McKinley West, Taguig City","McKinley Hill Dr, 1634 Taguig City, Philippines Pinagsama, Taguig",112000000,3,4,420,198,,
Hillsborough Alabang 2 Storey House For Sale in Muntinlupa near Alabang West,"Buckingham, 1771 Muntinlupa, Philippines Cupang, Muntinlupa",43000000,4,5,380,400,,
"Prime Elevated House & Lot with 5 Bedrooms in White Plains, Quezon City for Sale","White Plains, Quezon City",153600000,5,4,,768,14.6032747,121.0713026
"For Sale: 5 Bedroom House & Lot in BF Resort Village, Las Piñas City","Almanza Uno, Las Pinas",16500000,5,5,300,194,14.42473245,121.0145735
"House w/ Swimming Pool for Sale in Inner Circle, Las Piñas City","Almanza Uno, Las Pinas",73900000,8,5,548,662,14.42473245,121.0145735
"Magnificent 5BR House in Ayala Alabang Village, Muntinlupa for Sale","Ayala Alabang, Muntinlupa",420000000,5,6,1600,868,14.4226096,121.0269407
"Ready to Occupy| Smart Home |2 Storey House and Lot for sale in Woodridge Park Subd., Davao","Woodridge Park Ma-A, Davao",20000000,4,3,180,180,7.1009106,125.5874709
For Sale: Brand New Spacious Duplex with Elevator near BGC,"Western Bicutan, Taguig",,4,5,410,200,14.5095273,121.0380244
Brand New 120sqm Duplex Unit in Betterliving Parañaque,"Don Bosco, Paranaque",14000000,4,3,200,120,14.4843304,121.0314209
"Ready to Occupy| Smart Home |2 Storey House and Lot for sale in Woodridge Park Subd., Davao","Woodridge Park Ma-A, Davao",20000000,4,3,180,180,7.1009106,125.5874709
"Warm Modern Townhouse for sale in Sikatuna Village, Quezon City -Keziah","Sikatuna Village, Quezon City",16500000,2,3,170,100,14.6383351,121.0595245
Serene and Private Townhouse for Sale in Quezon City,"Teachers Village East, Quezon City",23000000,3,4,152,53,14.6442313,121.059698
Newly Built With Modern Design House In BF Resort Village Las Pinas City,"TALON DOS BF RESORT Talon Dos, Las Pinas",14300000,4,3,186,110,14.4330886,120.9847045
"For Sale 2 Bedroom House (Jane) Unit in Florida Villas, Longos, Malolos,Bulacan","MacArthur Hwy Longos, Malolos",4000000,2,2,80,88,14.8673076,120.8029587
"House and Lot For Sale, Bungalow Type, 3 Bedrooms, 120Sqm","Bitas, Cabanatuan",,3,2,70,120,15.4969494,120.9778688
4BR House with Swimming Pool - Overlooking ! (Julienne 18),"Lagtang, Talisay",18000000,4,3,240,334,10.2669491,123.8335173
"House and Lot for Sale at South Forbes Mansions, Silang, Cavite","Inchican, Silang",55000000,4,6,400,530,14.2510549,121.0527366
Ready for Occupancy Modern Townhouse,"Bucao St., Nia Village Tandang Sora , Quezon City Tandang Sora, Quezon City",9800000,3,3,119,64,14.6909849,121.0464956
House And Lot For Sale In Dumaguete City,"Bagacay, Dumaguete City, Central Visayas, Philippines Bagacay, Dumaguete",11000000,4,4,90,526,,
House and Lot with 3 Bedrooms for Sale at Merville Park in Parañaque City,"Merville, Paranaque",30000000,3,2,212,377,14.501909,121.0266683
"Ayala Alabang House for Sale on Madrigal Avenue, old house with a pool","Ayala Alabang, Muntinlupa",199000000,5,5,600,625,14.4226096,121.0269407
4BR Near the Beach Customized & Modern Design House and Lot Package in Dagupan,"Bonuan Boquig, Dagupan",6750000,4,2,100,275,16.0774984,120.3580251
"3 Storey High-End House and Lot located in New Manila, Quezon City For Sale","New Manila, Quezon City",90000000,5,5,489.19,198,14.6134141,121.0291416
"Greenmeadows Subdivision, Quezon City, 4 Bedrooms House & Lot for Sale","Greenmeadows Subdivision, Ugong Norte, Murphy, Quezon City, 1110 Ugong Norte, Quezon City",180000000,4,4,358.25,866.3,,
Monte Vista Subdivision House and Lot for Sale w/ 4 Car Garage in Markina City,"Monte Vista Subdivision, 1802 Marikina, Philippines Industrial Valley, Marikina",,6,7,606.25,450,,
"New in the market ! For Sale Luntala Townhouse in Valle Verde 7, Pasig","Ugong, Pasig",55000000,4,3.5,208,,14.5841307,121.0732458
3 Storey Brand New House For Sale in Cinco Hermanos - Marikina,"Industrial Valley, Marikina",32000000,3,3,300,300,14.6271043,121.0800034
"Taguig Mckinley Hill Village 3-BR House For Sale, Well Maintained","McKinley Hill Dr, 1634 Taguig City, Philippines Pinagsama, Taguig",112000000,3,4,420,198,,
"House and Lot for Sale in Valle Verde 4, Pasig City, Metro Manila","Valle Verde 4, Pasig",250000000,7,7,800,911,14.5858783,121.0692763
Newly Renovated and Modern Classic Design House and Lot For Sale in Mandaluyong,"San Jose, Mandaluyong",87000000,4,3,640,432,14.5811187,121.0295749
Parkwood Greens Executive Village Pasig Nice Victorian House & Lot For Sale,"Suarez Ave, Pasig, Philippines Maybunga, Pasig",75000000,5,5,581,653,,
For Sale Well-Built Home on a Corner Lot at an Exclusive Subdivision in Iloilo,"Bito-On, Iloilo",14000000,3,3,216,260,11.4614026,123.2086537
For Sale- 3 Storey Residential House & Lot at The Orchard Golf and Country Club,"Salitran IV, Dasmarinas",30000000,6,8,650,300,14.3436034,120.9382537
"5-Bedroom House and Lot For Sale in Angeles City, Pampanga near Clark","Cuayan, Angeles",23800000,5,7,342,208,15.149137,120.5458117
2 Bedroom House and Lot for Sale at Casa Segovia in Bulacan (Duplex 44.50 sqm),"Hinukay, Baliuag",1668179,2,1,44.5,,15.0092993,120.8833551
