Symbol,Name,Sector,industry
TXG,"10x Genomics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
TXMD,"TherapeuticsMD, Inc.",Health Care,Major Pharmaceuticals
TXN,Texas Instruments Incorporated,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants
TXT,Textron Inc.,Capital Goods,Aerospace
TY,Tri Continental Corporation,n/a,n/a
TY^,Tri Continental Corporation,Consumer Services,Miscellaneous
TYG,Tortoise Energy Infrastructure Corporation,n/a,n/a
TYHT,"Shineco, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
TYL,"Tyler Technologies, Inc.",Technology,Computer Software: Prepackaged Software
TYME,"Tyme Technologies, Inc.",Health Care,Major Pharmaceuticals
TZAC,Tenzing Acquisition Corp.,Finance,Business Services
TZACU,Tenzing Acquisition Corp.,Finance,Business Services
TZACW,Tenzing Acquisition Corp.,Finance,Business Services
TZOO,Travelzoo,Consumer Services,Advertising
UA,"Under Armour, Inc.",Consumer Non-Durables,Apparel
UAA,"Under Armour, Inc.",Consumer Non-Durables,Apparel
UAE,iShares MSCI UAE ETF,n/a,n/a
UAL,"United Airlines Holdings, Inc.",Transportation,Air Freight/Delivery Services
UAMY,United States Antimony Corporation,Capital Goods,Metal Fabrications
UAN,"CVR Partners, LP",Basic Industries,Agricultural Chemicals
UAVS,"AgEagle Aerial Systems, Inc.",Capital Goods,Aerospace
UBA,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts
UBCP,"United Bancorp, Inc.",Finance,Major Banks
UBER,"Uber Technologies, Inc.",Miscellaneous,Business Services
UBFO,United Security Bancshares,Finance,Major Banks
UBOH,"United Bancshares, Inc.",Finance,Major Banks
UBP,Urstadt Biddle Properties Inc.,Consumer Services,Real Estate Investment Trusts
UBP^H,Urstadt Biddle Properties Inc.,n/a,n/a
UBP^K,Urstadt Biddle Properties Inc.,n/a,n/a
UBS,UBS AG,Finance,Major Banks
UBSI,"United Bankshares, Inc.",Finance,Major Banks
UBX,"Unity Biotechnology, Inc.",Health Care,Major Pharmaceuticals
UCBI,"United Community Banks, Inc.",Finance,Major Banks
UCBIO,"United Community Banks, Inc.",Finance,Major Banks
UCL,uCloudlink Group Inc.,Consumer Services,Telecommunications Equipment
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductors
UDR,"UDR, Inc.",Consumer Services,Real Estate Investment Trusts
UE,Urban Edge Properties,Finance,Real Estate
UEC,Uranium Energy Corp.,Basic Industries,Precious Metals
UEIC,Universal Electronics Inc.,Consumer Non-Durables,Consumer Electronics/Appliances
UEPS,"Net 1 UEPS Technologies, Inc.",Finance,Investment Bankers/Brokers/Service
UFAB,"Unique Fabricating, Inc.",Capital Goods,Auto Parts:O.E.M.
UFCS,"United Fire Group, Inc",Finance,Property-Casualty Insurers
UFI,"Unifi, Inc.",Consumer Non-Durables,Textiles
UFO,Procure Space ETF,n/a,n/a
UFPI,"UFP Industries, Inc.",Basic Industries,Forest Products
UFPT,"UFP Technologies, Inc.",Health Care,Medical/Dental Instruments
UFS,Domtar Corporation,Basic Industries,Paper
UG,"United-Guardian, Inc.",Consumer Non-Durables,Package Goods/Cosmetics
UGI,UGI Corporation,Public Utilities,Natural Gas Distribution
UGLD,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
UGP,Ultrapar Participacoes S.A.,Public Utilities,Oil/Gas Transmission
UHAL,Amerco,Consumer Services,Rental/Leasing Companies
UHS,"Universal Health Services, Inc.",Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust,Consumer Services,Real Estate Investment Trusts
UI,Ubiquiti Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
UIHC,United Insurance Holdings Corp.,Finance,Property-Casualty Insurers
UIS,Unisys Corporation,Technology,EDP Services
UL,Unilever PLC,Basic Industries,Package Goods/Cosmetics
ULBI,Ultralife Corporation,Miscellaneous,Industrial Machinery/Components
ULH,"Universal Logistics Holdings, Inc.",Transportation,Trucking Freight/Courier Services
ULTA,"Ulta Beauty, Inc.",Consumer Services,Other Specialty Stores
UMBF,UMB Financial Corporation,Finance,Major Banks
UMC,United Microelectronics Corporation,Technology,Semiconductors
UMH,"UMH Properties, Inc.",Consumer Services,Real Estate Investment Trusts
UMH^B,"UMH Properties, Inc.",n/a,n/a
UMH^C,"UMH Properties, Inc.",n/a,n/a
UMH^D,"UMH Properties, Inc.",n/a,n/a
UMPQ,Umpqua Holdings Corporation,Finance,Savings Institutions
UMRX,Unum Therapeutics Inc.,Health Care,Major Pharmaceuticals
UN,Unilever NV,Basic Industries,Package Goods/Cosmetics
UNAM,Unico American Corporation,Finance,Property-Casualty Insurers
UNB,"Union Bankshares, Inc.",Finance,Major Banks
UNF,Unifirst Corporation,Consumer Services,Other Consumer Services
UNFI,"United Natural Foods, Inc.",Consumer Non-Durables,Food Distributors
UNFI,"United Natural Foods, Inc.",Consumer Non-Durables,Food Distributors
UNH,UnitedHealth Group Incorporated,Health Care,Medical Specialities
UNIT,Uniti Group Inc.,Consumer Services,Real Estate Investment Trusts
UNM,Unum Group,Finance,Accident &Health Insurance
UNMA,Unum Group,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation,Transportation,Railroads
UNTY,"Unity Bancorp, Inc.",Finance,Major Banks
UNVR,Univar Solutions Inc.,Consumer Durables,Specialty Chemicals
UONE,"Urban One, Inc. ",Consumer Services,Broadcasting
UONEK,"Urban One, Inc. ",Consumer Services,Broadcasting
UPLD,"Upland Software, Inc.",Technology,Computer Software: Prepackaged Software
UPS,"United Parcel Service, Inc.",Transportation,Trucking Freight/Courier Services
UPWK,Upwork Inc.,Technology,EDP Services
URBN,"Urban Outfitters, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
URG,Ur Energy Inc,Basic Industries,Precious Metals
URGN,UroGen Pharma Ltd.,Health Care,Major Pharmaceuticals
URI,"United Rentals, Inc.",Technology,Diversified Commercial Services
UROV,Urovant Sciences Ltd.,Health Care,Major Pharmaceuticals
USA,Liberty All-Star Equity Fund,n/a,n/a
USAC,"USA Compression Partners, LP",Public Utilities,Natural Gas Distribution
USAK,"USA Truck, Inc.",Transportation,Trucking Freight/Courier Services
USAP,"Universal Stainless & Alloy Products, Inc.",Basic Industries,Steel/Iron Ore
USAS,Americas Gold and Silver Corporation,Basic Industries,Precious Metals
USAU,U.S. Gold Corp.,n/a,n/a
USB,U.S. Bancorp,Finance,Major Banks
USB^A,U.S. Bancorp,Finance,Major Banks
USB^H,U.S. Bancorp,n/a,n/a
USB^M,U.S. Bancorp,n/a,n/a
USB^O,U.S. Bancorp,n/a,n/a
USB^P,U.S. Bancorp,n/a,n/a
USCR,"U S Concrete, Inc.",Capital Goods,Building Materials
USDP,USD Partners LP,Transportation,Railroads
USEG,U.S. Energy Corp.,Energy,Oil & Gas Production
USFD,US Foods Holding Corp.,Consumer Non-Durables,Food Distributors
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,n/a,n/a
USIO,"Usio, Inc.",Finance,Investment Bankers/Brokers/Service
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,n/a,n/a
USLM,"United States Lime & Minerals, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
USLV,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
USM,United States Cellular Corporation,Public Utilities,Telecommunications Equipment
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,n/a,n/a
USNA,"USANA Health Sciences, Inc.",Consumer Durables,Specialty Chemicals
USOI,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
USPH,"U.S. Physical Therapy, Inc.",Health Care,Medical/Nursing Services
USWS,"U.S. Well Services, Inc.",Energy,Oilfield Services/Equipment
USWSW,"U.S. Well Services, Inc.",Energy,Oilfield Services/Equipment
USX,"U.S. Xpress Enterprises, Inc.",Transportation,Trucking Freight/Courier Services
USXF,iShares ESG Advanced MSCI USA ETF,n/a,n/a
UTF,"Cohen & Steers Infrastructure Fund, Inc",n/a,n/a
UTG,Reaves Utility Income Fund,n/a,n/a
UTHR,United Therapeutics Corporation,Health Care,Major Pharmaceuticals
UTI,Universal Technical Institute Inc,Consumer Services,Other Consumer Services
UTL,UNITIL Corporation,Public Utilities,Power Generation
UTMD,"Utah Medical Products, Inc.",Health Care,Medical/Dental Instruments
UTSI,UTStarcom Holdings Corp,Capital Goods,Telecommunications Equipment
UUU,"Universal Security Instruments, Inc.",Technology,Electronic Components
UUUU,Energy Fuels Inc,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UUUU.WS,Energy Fuels Inc,n/a,n/a
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Finance,Property-Casualty Insurers
UVSP,Univest Financial Corporation,Finance,Major Banks
UVV,Universal Corporation,Consumer Services,Farming/Seeds/Milling
UXIN,Uxin Limited,Miscellaneous,Business Services
UZA,United States Cellular Corporation,Public Utilities,Telecommunications Equipment
UZB,United States Cellular Corporation,Public Utilities,Telecommunications Equipment
UZC,United States Cellular Corporation,Public Utilities,Telecommunications Equipment
V,Visa Inc.,Miscellaneous,Business Services
VAC,Marriott Vacations Worldwide Corporation,Finance,Real Estate
VAL,Valaris plc,Energy,Oil & Gas Production
VALE,VALE S.A.,Basic Industries,Precious Metals
VALU,"Value Line, Inc.",Finance,Investment Managers
VAPO,"Vapotherm, Inc.",Health Care,Medical/Dental Instruments
VAR,"Varian Medical Systems, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VBF,Invesco Bond Fund,n/a,n/a
VBFC,Village Bank and Trust Financial Corp.,Finance,Major Banks
VBIV,"VBI Vaccines, Inc.",Health Care,Major Pharmaceuticals
VBLT,Vascular Biogenics Ltd.,Health Care,Major Pharmaceuticals
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,n/a,n/a
VBTX,"Veritex Holdings, Inc.",Finance,Major Banks
VC,Visteon Corporation,Capital Goods,Auto Parts:O.E.M.
VCEL,Vericel Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCF,"Delaware Investments Colorado Municipal Income Fund, Inc",n/a,n/a
VCIF,Vertical Capital Income Fund,n/a,n/a
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,n/a,n/a
VCLT,Vanguard Long-Term Corporate Bond ETF,n/a,n/a
VCNX,"Vaccinex, Inc.",Health Care,Major Pharmaceuticals
VCRA,"Vocera Communications, Inc.",Capital Goods,Telecommunications Equipment
VCSH,Vanguard Short-Term Corporate Bond ETF,n/a,n/a
VCTR,"Victory Capital Holdings, Inc.",Finance,Investment Managers
VCV,Invesco California Value Municipal Income Trust,n/a,n/a
VCYT,"Veracyte, Inc.",Health Care,Medical Specialities
VEC,"Vectrus, Inc.",Consumer Services,Diversified Commercial Services
VECO,Veeco Instruments Inc.,Technology,Industrial Machinery/Components
VEDL,Vedanta  Limited,Capital Goods,Metal Fabrications
VEEV,Veeva Systems Inc.,Technology,Computer Software: Prepackaged Software
VEL,"Velocity Financial, Inc.",Finance,Finance: Consumer Services
VEON,VEON Ltd.,Public Utilities,Telecommunications Equipment
VER,VEREIT Inc.,Consumer Services,Real Estate Investment Trusts
VER^F,VEREIT Inc.,n/a,n/a
VERB,"Verb Technology Company, Inc.",Consumer Services,Other Consumer Services
VERBW,"Verb Technology Company, Inc.",Consumer Services,Other Consumer Services
VERI,"Veritone, Inc.",Technology,EDP Services
VERO,Venus Concept Inc. ,Health Care,Medical/Dental Instruments
VERT.U,"Vertiv Holdings, LLC",n/a,n/a
VERU,Veru Inc.,Health Care,Major Pharmaceuticals
VERY,"Vericity, Inc.",Finance,Life Insurance
VET,Vermilion Energy Inc.,Energy,Oil & Gas Production
VETS,Pacer Military Times Best Employers ETF,n/a,n/a
VFC,V.F. Corporation,Consumer Non-Durables,Apparel
VFF,"Village Farms International, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
VFL,Delaware Investments Florida Insured Municipal Income Fund,n/a,n/a
VG,Vonage Holdings Corp.,Public Utilities,Telecommunications Equipment
VGI,Virtus Global Multi-Sector Income Fund,n/a,n/a
VGIT,Vanguard Intermediate-Term Treasury ETF,n/a,n/a
VGLT,Vanguard Long-Treasury ETF,n/a,n/a
VGM,Invesco Trust for Investment Grade Municipals,n/a,n/a
VGR,Vector Group Ltd.,Consumer Non-Durables,Farming/Seeds/Milling
VGSH,Vanguard Short-Term Treasury ETF,n/a,n/a
VGZ,Vista Gold Corporation,Basic Industries,Precious Metals
VHC,VirnetX Holding Corp,Miscellaneous,Multi-Sector Companies
VHI,"Valhi, Inc.",Basic Industries,Major Chemicals
VIAC,ViacomCBS Inc.,Consumer Services,Broadcasting
VIACA,ViacomCBS Inc.,Consumer Services,Broadcasting
VIAV,Viavi Solutions Inc.,Technology,Semiconductors
VICI,VICI Properties Inc.,Consumer Services,Real Estate Investment Trusts
VICR,Vicor Corporation,Capital Goods,Industrial Machinery/Components
VIDI,ETF Series Solutions Trust Vident International Equity Fund,n/a,n/a
VIE,"Viela Bio, Inc.",Health Care,Major Pharmaceuticals
VIGI,Vanguard International Dividend Appreciation ETF,n/a,n/a
VIIX,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
VIOT,"Viomi Technology Co., Ltd",Consumer Durables,Consumer Electronics/Appliances
VIPS,Vipshop Holdings Limited,Consumer Services,Catalog/Specialty Distribution
VIR,"Vir Biotechnology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VIRC,Virco Manufacturing Corporation,Consumer Durables,Industrial Specialties
VIRT,"Virtu Financial, Inc.",Finance,Investment Bankers/Brokers/Service
VISL,"Vislink Technologies, Inc.",Capital Goods,Telecommunications Equipment
VIST,"Vista Oil & Gas, S.A.B. de C.V.",Energy,Oil & Gas Production
VIV,Telefonica Brasil S.A.,Public Utilities,Telecommunications Equipment
VIVE,"Viveve Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VIVO,Meridian Bioscience Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VJET,voxeljet AG,Capital Goods,Industrial Machinery/Components
VKI,Invesco Advantage Municipal Income Trust II,n/a,n/a
VKQ,Invesco Municipal Trust,n/a,n/a
VKTX,"Viking Therapeutics, Inc.",Health Care,Major Pharmaceuticals
VKTXW,"Viking Therapeutics, Inc.",Health Care,Major Pharmaceuticals
VLGEA,"Village Super Market, Inc.",Consumer Services,Food Chains
VLO,Valero Energy Corporation,Energy,Integrated oil Companies
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V.",Transportation,Air Freight/Delivery Services
VLT,Invesco High Income Trust II,n/a,n/a
VLY,Valley National Bancorp,Finance,Major Banks
VLYPO,Valley National Bancorp,Finance,Major Banks
VLYPP,Valley National Bancorp,Finance,Major Banks
VMBS,Vanguard Mortgage-Backed Securities ETF,n/a,n/a
VMC,Vulcan Materials Company,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VMD,"Viemed Healthcare, Inc.",Health Care,Misc Health and Biotechnology Services
VMI,"Valmont Industries, Inc.",Capital Goods,Metal Fabrications
VMM,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",n/a,n/a
VMO,Invesco Municipal Opportunity Trust,n/a,n/a
VMW,"Vmware, Inc.",Technology,Computer Software: Prepackaged Software
VNCE,Vince Holding Corp.,Consumer Services,Clothing/Shoe/Accessory Stores
VNDA,Vanda Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
VNE,"Veoneer, Inc.",Capital Goods,Auto Parts:O.E.M.
VNET,"21Vianet Group, Inc.",Technology,"Computer Software: Programming, Data Processing"
VNO,Vornado Realty Trust,Consumer Services,Real Estate Investment Trusts
VNO^K,Vornado Realty Trust,n/a,n/a
VNO^L,Vornado Realty Trust,n/a,n/a
VNO^M,Vornado Realty Trust,n/a,n/a
VNOM,Viper Energy Partners LP,Energy,Oil & Gas Production
VNQI,Vanguard Global ex-U.S. Real Estate ETF,n/a,n/a
VNRX,VolitionRX Limited,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VNTR,Venator Materials PLC,Basic Industries,Major Chemicals
VOC,VOC Energy Trust,Energy,Oil & Gas Production
VOD,Vodafone Group Plc,Public Utilities,Telecommunications Equipment
VOLT,"Volt Information Sciences, Inc.",Technology,Professional Services
VONE,Vanguard Russell 1000 ETF,n/a,n/a
VONG,Vanguard Russell 1000 Growth ETF,n/a,n/a
VONV,Vanguard Russell 1000 Value ETF,n/a,n/a
VOXX,VOXX International Corporation,Technology,Electronic Components
VOYA,"Voya Financial, Inc.",Finance,Life Insurance
VOYA^B,"Voya Financial, Inc.",n/a,n/a
VPG,"Vishay Precision Group, Inc.",Capital Goods,Electrical Products
VPV,Invesco Pennsylvania Value Municipal Income Trust,n/a,n/a
VRA,"Vera Bradley, Inc.",Consumer Non-Durables,Apparel
VRAY,"ViewRay, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VRCA,Verrica Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
VREX,Varex Imaging Corporation,Capital Goods,Industrial Machinery/Components
VRIG,Invesco Variable Rate Investment Grade ETF,n/a,n/a
VRM,"Vroom, Inc.",Consumer Durables,Automotive Aftermarket
VRME,"VerifyMe, Inc.",n/a,n/a
VRMEW,"VerifyMe, Inc.",n/a,n/a
VRNA,Verona Pharma plc,Health Care,Major Pharmaceuticals
VRNS,"Varonis Systems, Inc.",Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc.,Technology,EDP Services
VRRM,Verra Mobility Corporation,Consumer Services,Transportation Services
VRS,Verso Corporation,Basic Industries,Paper
VRSK,"Verisk Analytics, Inc.",Technology,EDP Services
VRSN,"VeriSign, Inc.",Technology,EDP Services
VRT,"Vertiv Holdings, LLC",Capital Goods,Industrial Machinery/Components
VRT.WS,"Vertiv Holdings, LLC",n/a,n/a
VRTS,"Virtus Investment Partners, Inc.",Finance,Investment Managers
VRTU,Virtusa Corporation,Technology,EDP Services
VRTV,Veritiv Corporation,Consumer Services,Paper
VRTX,Vertex Pharmaceuticals Incorporated,Health Care,Major Pharmaceuticals
VSAT,"ViaSat, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
VSDA,VictoryShares Dividend Accelerator ETF,n/a,n/a
VSEC,VSE Corporation,Consumer Services,Military/Government/Technical
VSH,"Vishay Intertechnology, Inc.",Capital Goods,Electrical Products
VSLR,"Vivint Solar, Inc.",Capital Goods,Building Products
VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,n/a,n/a
VST,Vistra Energy Corp.,Public Utilities,Electric Utilities: Central
VST.WS.A,Vistra Energy Corp.,n/a,n/a
VSTM,"Verastem, Inc.",Health Care,Major Pharmaceuticals
VSTO,Vista Outdoor Inc.,Capital Goods,Ordnance And Accessories
VTA,Invesco Credit Opportunities Fund,n/a,n/a
VTC,Vanguard Total Corporate Bond ETF,n/a,n/a
VTEC,Valtech SE,n/a,n/a
VTGN,"VistaGen Therapeutics, Inc.",Health Care,Major Pharmaceuticals
