address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count
"Darwin Road , Welling, Kent",Kent,2600,3000,Long term,Unfurnished,Ask agent,House,4,2,Ask agent,0.8,3
"Bouchon Point, The Silk District, E1",,3198,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
Brackley Road Beckenham BR3,,1650,1903,Long term,Unfurnished,Ask agent,Flat,2,1,Ask agent,0.4,3
Williamsburg Plaza London E14,,2578,2975,Long term,Unfurnished,Ask agent,Flat,2,2,Ask agent,0.2,3
"Leslie Road, Leyton",,1700,1961,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,2,1,Ask agent,0.5,3
"Priory Road, London, E6",,2250,0,Long term,Furnished,Ask agent,Flat,2,2,888 sq ft,0.6,3
Hanover Avenue West Silvertown E16,,1900,2192,Long term,Furnished,Ask agent,Terraced,2,1,Ask agent,0.2,3
Providence Square Tower Bridge London SE1 2EB,,3500,4038,Long term,Unfurnished,Ask agent,Duplex,2,2,Ask agent,0.5,3
"Denison House, 
20 Lanterns Way, E14",E14,2000,2308,Long term,Ask agent,Ask agent,Flat,1,1,Ask agent,0.3,3
"Canberra Road, London, Greater London, SE7 8PE",,3200,3692,Long term,Unfurnished,Ask agent,Semi-Detached,3,3,Ask agent,0.8,3
"Melon Road, Leytonstone",,1500,1731,Long term,Unfurnished,Ask agent,Apartment,1,,Ask agent,0.5,3
"Swanbridge Road, DA7",DA7,1999,0,Long term,Ask agent,Ask agent,Bungalow,4,1,Ask agent,0.9,3
"Cecil Avenue, Barking, Essex, IG11",IG11,800,800,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1,1,Ask agent,0.8,3
"One Park Drive, Canary Wharf, E14",E14,2383,2750,Long term,Furnished,Ask agent,Apartment,,1,Ask agent,0.2,3
"Newport Avenue, London, Greater London. E14",,1725,1990,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Glenmore Road, Welling, DA16",DA16,1650,0,Long term,Ask agent,Ask agent,Semi-Detached,2,1,Ask agent,1,3
"Chapel Road, Bexleyheath, Kent, DA7 4HN",,1800,2076,Long term,Furnished,Ask agent,Semi-Detached,2,1,Ask agent,0.9,3
"Vancouver House, Maple Quays SE16",,2600,3000,Long term,Furnished,Ask agent,Apartment,2,2,724 sq ft,0.2,3
"Crofton Road, London, E13",E13,875,875,Long term,Furnished,Ask agent,House Share,1,2,Ask agent,0.9,3
"Landmark Pinnacle, London, E14",E14,3200,3692,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Bancroft Road, E1 4BU",,5500,6346,,Part furnished,Ask agent,House,6,2,Ask agent,0.4,3
Eaglesfield Road London SE18,,1795,2070,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,1.1,3
"Johnson House, Bethnal Green, E2",,3050,3519,Long term,Furnished,Ask agent,Maisonette,3,1,Ask agent,0.4,3
"Deauvile Close, London, E14",E14,1895,2187,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"Orange Grove, London, E11",E11,1600,1846,Long term,Unfurnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Landmark East Tower, London, E14",E14,2490,2873,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.2,3
"Porters Avenue, Dagenham, London, RM9",RM9,2100,2538,Long term,Unfurnished,Ask agent,Semi-Detached,3,,Ask agent,0.8,3
"Paxton Point, 3 Merryweather Place, London, SE10",SE10,1750,2019,Long term,Furnished,Ask agent,Apartment,1,1,490 sq ft,0.3,3
"The Sphere, Canning Town, London E16",,1733,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
Cable Walk London SE10,,2600,3000,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.6,3
"Routh Street, Beckton, E6",,750,865,Long term,Furnished,Ask agent,House Share,1,1,Ask agent,0.4,3
"Manhattan Loft Gardens, 20 International Way, London",,6800,7846,Long term,Furnished,Ask agent,Flat,2,3,Ask agent,0.5,3
"Arbery Road, Bow, E3 5DF",,2800,3230,Long term,Part furnished,Ask agent,Duplex,3,2,915 sq ft,0.6,3
Blondin Way London SE16,,2600,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.7,3
"Bostall Lane, London, SE2 0NH",,1850,2135,Long term,Unfurnished,Ask agent,Terraced,3,1,Ask agent,1.1,3
"Katharine Court, E14",E14,1850,2134,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
Coral Apartments Salton Square E14,,2297,0,Long term,Part furnished,Ask agent,Apartment,3,1,Ask agent,0.4,3
"Etchingham Road, Leyton, E15",E15,2450,0,Long term,Ask agent,Ask agent,,3,1,Ask agent,0.5,3
"Altitude Point, Alie Street, Aldgate, London, E1",,3500,4038,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.2,3
"Poplar, London, E14",E14,2250,2500,,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Arnold Estate, Druid Street, London, SE1",SE1,1800,0,Long term,Ask agent,Ask agent,Apartment,1,,Ask agent,0.6,3
"Discovery Dock Apartments East, 3 South Quay Square, Nr Canary Wharf, London, E14",E14,2999,3460,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.2,3
"Charrington House,1 Cephas Avenue, London",,2100,2423,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,0.4,3
Waterline Way Surrey Quays SE8,,1800,2077,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.7,3
"Plumstead Road, Woolwich, London, SE18",SE18,2000,2308,Long term,Part furnished,Ask agent,Flat,1,1,649 sq ft,0.3,3
Lamb Court Narrow Street E14,,2197,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.5,3
"Sunderland Road, Forest Hill, SE23",SE23,2000,2307,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,3,1,Ask agent,0.7,3
"Pepys Court 20 Love Lane, London",,1850,2134,Long term,Ask agent,Ask agent,Flat,2,1,Ask agent,0.3,3
"Longbridge Road, Barking, London, IG11",IG11,1800,0,Long term,Ask agent,Ask agent,Flat,2,,Ask agent,0.9,3
"Neutron Tower, 6 Blackwall Way, East India, London, E14 9GT",,1850,0,Long term,Furnished,Ask agent,Flat,1,,Ask agent,0.3,3
"Cobham House, Kidbrook Village, London, SE3",SE3,1700,0,Long term,Unfurnished,Ask agent,Flat,1,1,Ask agent,0.7,3
"Ontario Point, Surrey Quays Road, London, SE16",SE16,2300,2653,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,1,1,627 sq ft,0.2,3
"Aspen, Marsh Wall, E14",E14,3000,3462,Long term,Furnished,Ask agent,,1,1,Ask agent,0.1,3
Creasey House,,3467,0,,Furnished,Ask agent,Flat,4,1,Ask agent,0.7,3
"14 Chapman Apartments, Frogley Park, Barking IG11 0ZP",,1625,0,,Unfurnished,Ask agent,Flat,2,2,Ask agent,0.9,3
"Breton house. St. Saviours Estate, London, SE1",SE1,1650,1903,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.7,3
Conington Road Lewisham SE13,,1600,2019,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.3,3
"10 Forrester Way, Stratford",,2995,0,Long term,Furnished,Ask agent,Apartment,3,2,Ask agent,0.3,3
"Giles House, 10 Forrester Way, Stratford",,3250,0,Long term,Furnished,Ask agent,Apartment,3,2,Ask agent,0.3,3
"7 Crews Street, London",,2000,2307,Long term,Furnished,Ask agent,Apartment,1,1,584 sq ft,0.6,3
"Britten Court, Abbey Lane, London, E15",E15,1550,1788,Long term,Part furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Perilla House, Stable Walk, Aldgate, London, E1",,3700,4269,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Ward Road, Stratford",,2249,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Mercier Court, Royal Wharf, London, E16",E16,1998,0,Long term,Unfurnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Stable Walk, London, E1",,3850,4442,Long term,Furnished,Ask agent,Apartment,2,,Ask agent,0.3,3
"New Cross Road, New Cross, SE14",SE14,2000,2307,Long term,Furnished,Ask agent,Maisonette,3,1,Ask agent,0.3,3
"Copperfields, The Avenue, Beckenham, BR3",BR3,1900,2192,Long term,Unfurnished,Ask agent,Flat,2,2,Ask agent,0.6,3
"Liner House, Royal Wharf, London, E16",E16,2050,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.5,3
"Manhattan Loft Gardens, 20 International Way, London",,3200,3692,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
Abbeville Apartments Barking IG11,,1875,0,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.8,3
"Skyline Apartments, 11 Makers Yard, London, E3",,2200,2538,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Rowcross Street, Bermondsey",,1998,0,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,1,3
"Knox Road, London, E7",,3000,3461,Long term,Part furnished,Ask agent,Ground Flat,3,1,"1,200-1,300 sq ft",0.6,3
"Grantham House, London City Island, E14",E14,2708,0,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.8,3
"Ursula Gould Way, E14",E14,2250,2596,Long term,Furnished,Ask agent,Apartment,2,1,Ask agent,0.4,3
"150 High Street, London, E15",E15,2000,2307,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"158 High Street, London, E15",E15,2325,2682,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Little Heath Road, Bexleyheath, DA7",DA7,3350,3865,Long term,Part furnished,Ask agent,Semi-Detached,4,3,Ask agent,1.1,3
"New Atlas Wharf, London E14",,2037,2350,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Abbey Street, London, SE16",SE16,2100,2423,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.6,3
"Victoria Wharf, 46 Narrow Street, Nr Canary Wharf, London, E14",E14,2999,3460,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.5,3
"Baltimore Wharf, London, E14",E14,1690,1690,Long term,Part furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Boardwalk Place, 
South Quay, E14",E14,2600,3000,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.2,3
"South Quay Square, Canary Wharf",,2999,3461,,Furnished,Ask agent,Apartment,2,2,Ask agent,0.1,3
"Sterling Mansions, Leman Street, E1",,5997,0,Long term,Furnished,Ask agent,Apartment,3,2,Ask agent,0.2,3
Palace View Bromley BR1,,2250,0,Long term,Unfurnished,Ask agent,End of Terrace,3,1,Ask agent,0.6,3
"Skyline Apartments, Makers Yard, E3",,2200,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Commercial Street, London, E1",,4350,5019,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.3,3
"Woodstock Terrace, London, E14",E14,1650,1904,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.2,3
"Hawstead Road, London, SE6",SE6,1500,1731,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.4,3
"Fordham Street, London, E1",,2250,2250,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.4,3
"Madron Street, London, SE17",SE17,1750,1750,Long term,Unfurnished,Ask agent,Flat,1,1,Ask agent,1,3
"Myers Lane, London, SE14",SE14,1500,1500,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.6,3
"Surrey Quays Road, London, SE16",SE16,2000,2307,Long term,Furnished,Ask agent,Apartment,1,1,517 sq ft,0.2,3
"Manhattan Loft Gardens, 20 International Way, London",,2850,3288,Long term,Furnished,Ask agent,Flat,1,1,Ask agent,0.5,3
"Manhattan Loft Gardens, 20 International Way, London",,2850,3288,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.5,3
Mays Hill Road Shortlands BR2,,1950,0,Long term,Part furnished,Ask agent,Flat,2,2,Ask agent,0.6,3
"Queens Road, Peckham, SE15",SE15,2250,0,Long term,Unfurnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Queens Road, Peckham, SE15",SE15,1850,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
Tanner Street London SE1,,3200,3692,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.6,3
"Ottley Drive, London, SE3",SE3,1600,1846,Long term,Ask agent,Ask agent,Apartment,1,,Ask agent,0.7,3
"Denison House, 
Lanterns Way, E14",E14,2200,2538,Long term,Furnished,Ask agent,Flat,1,1,480 sq ft,0.2,3
"Parkside House, Booth Road, London, E16",E16,1650,1903,Long term,Furnished,Ask agent,Apartment,1,1,484 sq ft,0.5,3
"Quebec Way, London, Greater London, SE16",SE16,2500,2884,Long term,Unfurnished,Ask agent,Apartment,2,2,Ask agent,0.4,3
"Eastside Mews, Morville Street, Bow, E3",,1600,1846,Long term,Ask agent,Ask agent,Apartment,1,,Ask agent,0.3,3
"Charrington House, 1 Cephas Avenue, London",,3250,3750,Long term,Furnished,Ask agent,Flat,3,3,Ask agent,0.4,3
Longhill Road London SE6,,2300,0,Long term,Unfurnished,Ask agent,House,3,1,Ask agent,0.9,3
"Elstree Gardens, Belvedere",,1600,1846,Long term,Ask agent,Ask agent,Semi-Detached,,,Ask agent,1.1,3
"Mortimer Road, London, E6",,2250,0,Long term,Ask agent,Ask agent,End of Terrace,3,2,Ask agent,0.9,3
"Bethnal Green Road, London",,1700,1961,Long term,Part furnished,Ask agent,Apartment,1,1,Ask agent,0.2,3
"City Island Way, London, E14",E14,2500,2885,Long term,Ask agent,Ask agent,Apartment,2,2,Ask agent,0.4,3
1 Fairmont Avenue London E14,,1975,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.2,3
"Skyline Apartments, Three Waters, London, E14",E14,2197,0,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.4,3
"Fairfoot Road, Mile End, London",,3700,4270,,Ask agent,Ask agent,Apartment,4,1,Ask agent,0.3,3
"Hampton Tower, 75 Marsh Wall, Canary Wharf, E14",E14,2750,3173,Long term,Furnished,Ask agent,Apartment,1,1,Ask agent,0.5,3
"Hertsmere Road, Canary Wharf",,3649,0,Long term,Furnished,Ask agent,Flat,2,2,Ask agent,0.2,3
"Sydenham Park Road, Sydenham",,2500,0,Long term,Unfurnished,Ask agent,Semi-Detached,3,1,Ask agent,0.6,3
"Stokes Road, East Ham, E6",,1850,0,Long term,Ask agent,Ask agent,House,2,1,Ask agent,0.8,3
"Bromley Road, SE6",SE6,1575,1817,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,1,1,Ask agent,0.5,3
"Roman Road, London",,2100,2423,Long term,Furnished,Ask agent,Flat,2,1,Ask agent,1.2,3
"Hawke Place, Canada Water, London, SE16",SE16,2600,0,Long term,Furnished,Ask agent,Terraced,2,1,Ask agent,0.4,3
"Brigadier Walk, Royal Arsenal Riverside, London, SE18",SE18,3200,3692,Long term,Furnished,Ask agent,Apartment,2,2,Ask agent,1.2,3
"Meranti House, Alie Street, E1",,2600,0,,Furnished,Ask agent,Apartment,1,1,Ask agent,0.3,3
"Marcia Road, London, SE1",SE1,3497,4326,Long term,Furnished,Ask agent,Detached,4,2,Ask agent,0.9,3
"The Retreat, Earlsfield, SW18",SW18,50,57,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.7,3
"Parking Space, Green Man Gardens, West Ealing, W13",W13,50,0,Short term,Ask agent,Ask agent,Garages,,,Ask agent,0.4,3
"Parking Space, Caldecot Court, Camberwell, SE5",SE5,75,0,Long term,Ask agent,Ask agent,Garages,,,Ask agent,0.5,3
"Parking Space Only , Bethnal Green Road, E2",,75,86,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,,Ask agent,0.2,3
"PARKING SPACE, Viceroy Court",,80,100,Long term,Ask agent,Ask agent,,,,Ask agent,0.3,3
"Parking Space, CR0",CR0,80,100,Long term,Ask agent,Ask agent,,,,Ask agent,0.3,3
"Parking Space, Livesy Close, Kingston, Kingston upon Thames, KT1",KT1,85,99,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Parking,,,100 sq ft,0.6,3
"Parking Space,Highbury Stadium Square,London,N5",,90,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3
"Parking Space Apartment Vantage Building, UB3",UB3,95,0,Long term,Ask agent,Ask agent,Parking,1,1,Ask agent,1.4,3
Underground Secure Car Parking Space,,100,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3
Alaska Apartments Western Gateway E16 1BW,,100,115,Long term,Furnished,Ask agent,Parking,,,Ask agent,0.2,3
"Dawson Building, Prospect Row, London E15",,100,0,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.3,3
"Fishponds Road, London, SW17",SW17,100,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3
"Highbury Stadium Square, Islington, London",,100,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.4,3
"Ammonite House, London, E15 4QR",,105,210,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3
Drayton Park,,115,132,Long term,Ask agent,Exempt,Parking,,,Ask agent,0.2,3
"Queensland Terrace Parking, Underground, London, N7 7FG",,120,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,3.4,3
Merchants House London E15,,125,144,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Garages,,,Ask agent,0.3,3
"Village Road, ENFIELD",,125,125,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.5,3
"Queens Yard, White Post Lane, Hackney, London. E9 5EN",,125,0,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.5,3
"Southgate Road, London, N1",,130,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.4,3
"Hornbeam House, 20 Quebec Way, Canada Water, London, SE16",SE16,130,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3
"MyBase, Southwark, SE1",SE1,130,150,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3
"Stoke Newington High Street, London, N16",N16,130,130,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.4,3
"Parsifal Road, West Hampstead NW6",,1599,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Flat,,1,Ask agent,0.5,3
"SHEPPERTON ROAD, London, N1",,130,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3
"Car Park Space, Fairmont House, Albatross Way, Maple Quays, London, SE16 7BT",,130,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3
"Modena House, Lyell Street, London City Island, E14",E14,130,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.4,3
"Justin Close, Brentford",,130,150,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.8,3
"Surrey Quays Road, Surrey Quays Road, SE16",SE16,140,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.2,3
"Town Meadow, Brentford",,140,161,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.7,3
"Kingston Road, Wimbledon, London, SW20",SW20,150,174,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.4,3
"Cheshire Street, Brick Lane, London, E2",,150,174,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.4,3
"Prince Regent Rd, Hounslow, London, TW3",TW3,150,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.4,3
"Ontario, Maple Quays, SE16",SE16,150,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.2,3
"Oxford Drive, London, SE1",SE1,150,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.4,3
"Oakley Yard, Shoreditch, E2",,150,150,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.4,3
"Old Devonshire Road, Balham, London, SW12",SW12,150,174,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.5,3
"King's Quarter, N1",,150,173,Long term,Unfurnished,Exempt,Parking,,,Ask agent,0.5,3
"Wood Close, Shoreditch, E2",,150,0,Long term,Ask agent,Exempt,Parking,,,671 sq ft,0.4,3
"Jameson Lodge, 58 Shepherds Hill, Highgate, N6",,150,0,Long term,Ask agent,Ask agent,Garages,,,Ask agent,0.8,3
"Longstone Court, 22 Great Dover Street, London, SE1",SE1,150,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.8,3
Blackwell Lane London SE10,,150,174,Long term,Unfurnished,Ask agent,Parking,,1,Ask agent,0.5,3
"Watergardens Square, Canada Water, SE16",SE16,150,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3
"Harbour Way, London, E14",E14,150,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.2,3
"Plough Road, Battersea, SW11",SW11,150,174,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.5,3
Brentford Lock,,150,0,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.7,3
"Cranes Park, Surbiton, KT5",KT5,150,174,Long term,Unfurnished,Ask agent,Garages,,,155 sq ft,0.8,3
"Landsby Building, Wembley Park, HA9",HA9,2581,0,,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2,2,Ask agent,0.5,3
"Car Park Space, Antonine Heights, City Walk, London, SE1",SE1,150,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3
"Regency Court, Sutton, SM1",SM1,150,174,Long term,Unfurnished,Ask agent,Garages,,,131 sq ft,0.6,3
"Hubbard Road, London",,150,300,Long term,Ask agent,Exempt,Garages,,,Ask agent,0.6,3
"Mybase, Borough, SE1",SE1,152,175,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.3,3
"Canfield Gardens, South Hampstead NW6",,152,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.4,3
"Avante Court, The Bittoms, KT1, Kingston, Kingston upon Thames, KT1",KT1,175,202,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.7,3
"Saffron Square, Croydon, CR0",CR0,175,202,Long term,Unfurnished,Ask agent,Parking,,,100 sq ft,0.2,3
"Webber Street, Borough, SE1",SE1,178,207,Long term,Unfurnished,Exempt,Parking,,,Ask agent,0.3,3
"Great Eastern Road, London E15",,180,0,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.3,3
"Cambridge Road North, Chiswick, London, W4",,182,210,Long term,Unfurnished,Ask agent,Garages,,,140 sq ft,0.4,3
"Graham Street, London, N1",,190,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3
"Parking, Goodman's Fields, E1",,190,219,Long term,Ask agent,Ask agent,,,,Ask agent,0.3,3
"Central Parade, Gunnersbury Lane, Acton",,191,0,Long term,Unfurnished,Ask agent,,,,Ask agent,0.4,3
"Britton Street, EC1M",EC1M,195,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3
"Garages At St. Peter's Court, Hendon, NW4",NW4,195,0,Long term,Ask agent,Ask agent,Garages,,,Ask agent,0.5,3
"The Exchange Building, Spitalfields",,195,0,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.3,3
"Kings Gardens Garages, West Hampstead NW6",,195,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.4,3
"Kingfisher Drive, Richmond",,195,0,Long term,Unfurnished,Ask agent,Studio,,,Ask agent,1,3
"Blair Court, St. John's Wood NW8",,195,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Garages,,,Ask agent,0.3,3
"Pan Peninsula, Canary Wharf, E14",E14,199,0,Long term,Furnished,Ask agent,Parking,,,Ask agent,0.2,3
"Hermitage Road, Manor House",,199,275,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.4,3
"Eastfields Avenue, Wandsworth, London, SW18",SW18,200,231,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.6,3
