location,size,total_sqft,bath,price,bhk,price_per_sqft
Chandapura,2 Bedroom,1200.0,2.0,36.0,2,3000.0
Whitefield,4 BHK,5924.0,4.0,625.0,4,10550.303848750844
Veersandra,2 BHK,1250.0,2.0,50.0,2,4000.0
Munivenkatppa Layout,2 BHK,1475.0,2.0,171.0,2,11593.22033898305
Bommanahalli,4 BHK,2100.0,4.0,85.0,4,4047.6190476190477
5th Phase JP Nagar,1 BHK,552.0,1.0,23.5,1,4257.246376811594
Uttarahalli,3 BHK,1065.0,2.0,42.59,3,3999.06103286385
Hennur,3 Bedroom,1000.0,3.0,130.0,3,13000.0
Lakshmipura,2 Bedroom,1225.0,2.0,65.0,2,5306.122448979592
Harsha Layout,1 BHK,650.0,1.0,16.0,1,2461.5384615384614
Padmanabhanagar,2 BHK,1067.0,2.0,52.0,2,4873.477038425492
Sarjapur,3 BHK,1364.0,2.0,56.0,3,4105.571847507332
Tata Nagar,3 BHK,1750.0,3.0,75.0,3,4285.714285714285
Bannerghatta Road,2 BHK,1240.0,2.0,71.0,2,5725.806451612903
Hulimavu,2 Bedroom,1200.0,2.0,75.0,2,6250.0
Kaggadasapura,3 BHK,1540.0,3.0,75.0,3,4870.12987012987
Sathya Layout,3 BHK,1504.0,2.0,102.0,3,6781.914893617021
New Thippasandra,2 BHK,1116.0,2.0,49.8,2,4462.365591397849
Hennur Road,3 BHK,2365.0,4.0,175.0,3,7399.577167019028
Sarjapura - Attibele Road,2 BHK,1308.0,2.0,37.0,2,2828.7461773700306
Vijayanagar,2 BHK,864.0,2.0,45.0,2,5208.333333333333
Vidyaranyapura,5 Bedroom,1200.0,5.0,139.0,5,11583.333333333334
Hoskote,3 BHK,1069.0,2.0,38.0,3,3554.724041159963
Hebbal,2 BHK,1333.0,2.0,100.0,2,7501.875468867217
Chennammana Kere,4 BHK,1800.0,4.0,145.0,4,8055.555555555556
Devanahalli,4 Bedroom,6136.0,4.0,550.0,4,8963.49413298566
Thanisandra,3 BHK,1698.0,3.0,107.0,3,6301.531213191991
JP Nagar,3 BHK,1275.0,2.0,43.6,3,3419.607843137255
Raja Rajeshwari Nagar,2 BHK,1060.0,2.0,48.0,2,4528.301886792453
Hennur,2 BHK,1160.0,2.0,49.0,2,4224.137931034483
Sarjapur  Road,3 BHK,1484.0,2.0,65.0,3,4380.053908355795
Hosa Road,3 Bedroom,675.0,3.0,70.0,3,10370.37037037037
BEML Layout,3 Bedroom,1200.0,5.0,325.0,3,27083.333333333332
Hennur Road,2 BHK,1310.0,2.0,66.0,2,5038.167938931298
Vijayanagar,6 Bedroom,1806.0,6.0,370.0,6,20487.264673311183
Shanti Nagar,4 BHK,3000.0,4.0,240.0,4,8000.0
Varthur,3 BHK,2145.0,3.0,165.0,3,7692.307692307692
Marathahalli,3 BHK,1693.0,3.0,125.0,3,7383.343177790904
Jigani,3 BHK,1230.0,3.0,60.0,3,4878.048780487805
Devanahalli,3 Bedroom,1200.0,3.0,145.0,3,12083.333333333334
Bommasandra Industrial Area,3 BHK,1310.0,2.0,37.83,3,2887.7862595419847
Tigalarpalya,2 BHK,1150.0,2.0,60.0,2,5217.391304347826
Munnekollal,3 BHK,1385.0,2.0,66.5,3,4801.444043321299
Tumkur Road,2 BHK,1066.0,2.0,52.5,2,4924.953095684803
Thanisandra,3 BHK,2293.0,3.0,80.26,3,3500.2180549498476
Tindlu,3 Bedroom,720.0,3.0,81.0,3,11250.0
2nd Block Bel Layout,3 BHK,1625.0,3.0,92.0,3,5661.538461538462
Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
Vijayanagar,4 Bedroom,2100.0,6.0,252.0,4,12000.0
sarjapura main road,4 BHK,2400.0,4.0,250.0,4,10416.666666666666
Raja Rajeshwari Nagar,6 Bedroom,3900.0,6.0,195.0,6,5000.0
7th Phase JP Nagar,2 BHK,1000.0,2.0,70.65,2,7065.000000000001
Nagavarapalya,2 BHK,907.0,2.0,38.0,2,4189.636163175303
Ulsoor,4 Bedroom,3500.0,4.0,138.0,4,3942.8571428571427
Varthur,3 BHK,1395.0,2.0,79.0,3,5663.082437275985
Kumbena Agrahara,2 BHK,1180.0,2.0,50.0,2,4237.28813559322
Banaswadi,5 Bedroom,1903.0,6.0,140.0,5,7356.8050446663165
Electronic City,2 BHK,1175.0,2.0,47.0,2,4000.0
Coconut Grove Layout,2 BHK,1272.0,2.0,51.5,2,4048.7421383647797
Hiremath Layout,3 BHK,1490.0,2.0,92.0,3,6174.496644295302
Yeshwanthpur,2 BHK,1144.0,2.0,67.0,2,5856.643356643357
Anekal - Hosur Road,4 Bedroom,2400.0,5.0,140.0,4,5833.333333333333
Hormavu,2 BHK,1143.0,2.0,53.0,2,4636.920384951881
Karuna Nagar,3 Bedroom,2500.0,3.0,190.0,3,7600.0
Whitefield,2 BHK,1216.0,2.0,75.0,2,6167.763157894737
Nallurhalli,2 BHK,1044.0,2.0,60.0,2,5747.126436781609
Prithvi Layout,2 BHK,1352.0,3.0,93.0,2,6878.698224852071
Hennur Road,3 BHK,1552.0,3.0,75.0,3,4832.474226804124
Bellandur,3 BHK,1785.0,3.0,120.0,3,6722.689075630252
Pai Layout,2 BHK,810.0,2.0,34.5,2,4259.259259259259
Banashankari Stage V,3 BHK,1650.0,3.0,51.98,3,3150.3030303030305
Akshayanagara East,3 BHK,1595.0,3.0,70.39,3,4413.166144200627
Whitefield,2 BHK,1060.0,2.0,35.0,2,3301.8867924528304
Babusapalaya,3 BHK,1410.0,2.0,65.0,3,4609.929078014185
Nagarbhavi,3 BHK,1523.0,2.0,56.0,3,3676.9533814839133
Kanakpura Road,3 BHK,1591.0,3.0,122.0,3,7668.133249528599
Ashwath Nagar,3 BHK,1640.0,3.0,84.0,3,5121.951219512195
Yelahanka New Town,1 BHK,450.0,1.0,16.0,1,3555.5555555555557
Bannerghatta Road,3 BHK,1305.0,2.0,60.0,3,4597.701149425287
Yelahanka,3 BHK,1590.0,3.0,54.0,3,3396.2264150943397
Kaggadasapura,2 BHK,1240.0,2.0,45.0,2,3629.032258064516
MCECHS  layout,2 BHK,1200.0,2.0,54.0,2,4500.0
Dodda Nekkundi,2 BHK,1100.0,2.0,41.16,2,3741.8181818181815
Koramangala,2 BHK,1180.0,2.0,128.0,2,10847.457627118643
Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
Bisuvanahalli,2 BHK,845.0,2.0,33.0,2,3905.3254437869823
4th Block Jayanagar,3 BHK,1567.2,2.0,190.0,3,12123.532414497193
Channasandra,3 BHK,1310.0,2.0,45.0,3,3435.114503816794
Yelahanka,1 Bedroom,26136.0,1.0,150.0,1,573.921028466483
Jyothi Nagar,2 BHK,959.0,2.0,42.5,2,4431.699687174139
8th Phase JP Nagar,4 BHK,1200.0,4.0,140.0,4,11666.666666666666
Kambipura,2 BHK,883.0,2.0,37.0,2,4190.260475651189
Rachenahalli,2 BHK,1050.0,2.0,55.5,2,5285.714285714285
Yelahanka,2 BHK,1390.0,2.0,70.21,2,5051.079136690647
Kenchenahalli,3 BHK,1280.0,2.0,69.0,3,5390.625
Lingarajapuram,7 Bedroom,1280.0,5.0,150.0,7,11718.75
Yelahanka,3 BHK,1614.0,3.0,95.0,3,5885.9975216852545
Kasturi Nagar,2 BHK,1000.0,2.0,58.0,2,5800.0
Marathahalli,2 BHK,1196.0,2.0,57.9,2,4841.13712374582
Sarjapur  Road,3 BHK,1220.0,3.0,57.0,3,4672.131147540984
Ambalipura,2 BHK,950.0,2.0,31.95,2,3363.157894736842
Doddabommasandra,9 BHK,2400.0,8.0,325.0,9,13541.666666666666
Akshaya Vana,2 BHK,1141.0,2.0,55.0,2,4820.333041191937
5th Phase JP Nagar,2 BHK,1200.0,2.0,51.0,2,4250.0
Kasavanhalli,3 BHK,1380.0,2.0,55.0,3,3985.5072463768115
Doddathoguru,2 BHK,855.0,2.0,32.0,2,3742.690058479532
Chandapura,1 BHK,645.0,1.0,16.45,1,2550.3875968992247
Chandapura,2 BHK,922.0,2.0,36.0,2,3904.5553145336225
Nagappa Reddy Layout,2 BHK,1200.0,2.0,43.2,2,3600.0
Nagadevanahalli,3 BHK,1240.0,2.0,65.0,3,5241.935483870968
7th Phase JP Nagar,2 BHK,1070.0,2.0,42.0,2,3925.233644859813
Rajiv Gandhi Nagar,2 BHK,1293.0,2.0,75.0,2,5800.46403712297
R.T. Nagar,3 BHK,1380.0,2.0,50.0,3,3623.1884057971015
Yelahanka New Town,3 BHK,1599.0,3.0,80.0,3,5003.126954346467
Nehru Nagar,2 BHK,967.0,2.0,41.1,2,4250.258531540848
Silver Springs Layout,3 BHK,1885.0,3.0,90.0,3,4774.535809018567
1st Block Koramangala,2 BHK,860.0,2.0,65.5,2,7616.279069767442
Yelahanka,1 Bedroom,1075.0,1.0,19.5,1,1813.953488372093
Sarjapur  Road,2 BHK,1050.0,2.0,63.5,2,6047.619047619048
Marathahalli,3 BHK,1595.0,3.0,88.0,3,5517.241379310345
Sarjapur  Road,2 BHK,1350.0,2.0,102.0,2,7555.555555555556
Hebbal,2 BHK,1204.0,2.0,45.0,2,3737.5415282392028
Sarjapur  Road,4 BHK,2990.0,4.0,240.0,4,8026.755852842809
Sarjapur  Road,2 BHK,1035.0,2.0,49.0,2,4734.299516908212
ITPL,2 BHK,1000.0,2.0,29.95,2,2995.0
Sarjapur  Road,3 BHK,1457.0,3.0,85.0,3,5833.905284831846
Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Bannerghatta,2 BHK,1100.0,2.0,66.0,2,6000.0
Whitefield,3 BHK,1655.0,3.0,120.0,3,7250.755287009063
Kanakpura Road,3 BHK,1691.2,3.0,115.0,3,6799.905392620624
Ramagondanahalli,2 BHK,1215.0,2.0,46.1,2,3794.238683127572
Kanakpura Road,2 BHK,1155.0,2.0,50.125,2,4339.82683982684
Hoodi,3 BHK,1639.0,3.0,129.0,3,7870.65283709579
Sarjapur  Road,3 BHK,1685.0,3.0,135.0,3,8011.86943620178
Kaveri Nagar,5 Bedroom,1008.0,4.0,180.0,5,17857.14285714286
Hormavu,2 BHK,1100.0,2.0,38.0,2,3454.5454545454545
Marathahalli,3 BHK,2122.0,3.0,125.0,3,5890.66918001885
Vasanthapura,2 BHK,1050.0,2.0,47.0,2,4476.190476190476
Kengeri,2 BHK,1230.0,2.0,45.0,2,3658.5365853658536
5th Phase JP Nagar,3 BHK,1240.0,3.0,60.0,3,4838.709677419355
Electronic City Phase II,3 BHK,1252.0,2.0,65.0,3,5191.693290734825
Canara Bank Colony,3 BHK,1374.0,2.0,88.0,3,6404.657933042213
8th Phase JP Nagar,1 BHK,500.0,1.0,30.0,1,6000.0
Arekere,8 Bedroom,1200.0,8.0,225.0,8,18750.0
Hebbal,3 BHK,1355.0,3.0,83.87,3,6189.667896678967
Banashankari,2 BHK,1040.0,2.0,45.0,2,4326.923076923077
Sarjapur  Road,2 BHK,1350.0,2.0,68.0,2,5037.037037037037
Whitefield,4 BHK,4003.0,6.0,300.0,4,7494.379215588308
Hennur,3 BHK,2400.0,3.0,135.0,3,5625.0
Haralur Road,3 BHK,1560.0,3.0,90.0,3,5769.2307692307695
Anandapura,2 BHK,1151.0,2.0,43.16,2,3749.7827975673326
Uttarahalli,3 BHK,1360.0,2.0,47.59,3,3499.264705882353
Crimson Layout,2 BHK,1250.0,2.0,60.0,2,4800.0
Chandapura,3 BHK,1110.0,2.0,29.97,3,2700.0
Hennur Road,2 BHK,1015.0,2.0,50.0,2,4926.108374384236
Kadugodi,3 BHK,1351.0,2.0,78.0,3,5773.501110288675
Yelahanka New Town,2 BHK,960.0,2.0,50.0,2,5208.333333333333
Virat Nagar,2 BHK,1110.0,2.0,52.0,2,4684.684684684685
R.T. Nagar,3 BHK,1680.0,3.0,72.0,3,4285.714285714285
Arekere,3 Bedroom,2400.0,3.0,180.0,3,7500.0
Yemlur,4 Bedroom,11000.0,5.0,2000.0,4,18181.81818181818
Ramamurthy Nagar Extension,3 BHK,1350.0,3.0,48.6,3,3600.0
Horamavu Banaswadi,2 BHK,1254.0,2.0,47.0,2,3748.006379585327
Haralur Road,3 BHK,1255.0,3.0,115.0,3,9163.346613545817
CV Raman Nagar,2 BHK,1051.0,2.0,61.0,2,5803.996194100856
"2nd phase jp nagar, jp nagar",3 Bedroom,1200.0,3.0,205.0,3,17083.333333333332
Uttarahalli,2 BHK,1099.0,2.0,65.0,2,5914.467697907188
Hebbal,3 BHK,2650.0,4.0,199.0,3,7509.433962264151
Mathikere Extension,4 Bedroom,2000.0,2.0,160.0,4,8000.0
Yeshwanthpur,2 BHK,1541.0,2.0,130.0,2,8436.080467229072
Sarjapur  Road,3 Bedroom,1200.0,3.0,70.0,3,5833.333333333333
Whitefield,2 BHK,1125.0,2.0,45.0,2,4000.0
Vittasandra,3 BHK,1650.0,3.0,85.0,3,5151.515151515152
Ashwini layout,1 BHK,834.0,1.0,62.0,1,7434.052757793765
Gollarapalya Hosahalli,3 BHK,1320.0,3.0,60.0,3,4545.454545454545
Malleshpalya,3 Bedroom,1200.0,3.0,149.0,3,12416.666666666666
Indra Nagar,8 Bedroom,1000.0,7.0,160.0,8,16000.0
Mysore Road,3 BHK,1500.0,3.0,74.0,3,4933.333333333333
Whitefield,4 Bedroom,4400.0,5.0,500.0,4,11363.636363636364
Moodalapalya,1 Bedroom,600.0,1.0,52.0,1,8666.666666666666
Whitefield,2 BHK,1180.0,2.0,70.0,2,5932.203389830508
Kadugodi,2 BHK,1010.0,2.0,50.0,2,4950.495049504951
Channasandra,2 BHK,1070.0,2.0,38.0,2,3551.4018691588785
Choodasandra,3 BHK,1580.0,3.0,105.0,3,6645.569620253164
BEML Layout 5th Stage,4 Bedroom,1200.0,5.0,325.0,4,27083.333333333332
Green Glen Layout,3 BHK,2000.0,3.0,165.0,3,8250.0
Iblur Village,3 BHK,1920.0,3.0,130.0,3,6770.833333333333
Sanjay nagar,3 BHK,1200.0,2.0,76.0,3,6333.333333333333
Kalena Agrahara,2 BHK,1040.0,2.0,45.0,2,4326.923076923077
Hulimavu,3 BHK,1430.0,2.0,90.0,3,6293.706293706294
Uttarahalli,3 BHK,1215.0,2.0,52.85,3,4349.794238683127
Domlur,1 BHK,650.0,1.0,70.0,1,10769.23076923077
Thanisandra,3 BHK,1564.0,3.0,105.0,3,6713.5549872122765
Manonarayanapalya,3 Bedroom,800.0,2.0,52.0,3,6500.0
Hormavu,2 Bedroom,750.0,2.0,58.0,2,7733.333333333333
Kasavanhalli,2 BHK,1200.0,2.0,60.0,2,5000.0
Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,48.79,2,4325.354609929078
Begur Road,2 BHK,1200.0,2.0,44.4,2,3700.0
Cholanayakanahalli,4 BHK,2000.0,4.0,135.0,4,6750.0
Jakkur Plantation,3 BHK,2750.0,3.0,260.0,3,9454.545454545454
4th T block Jayanagar,4 Bedroom,2400.0,4.0,480.0,4,20000.0
Yelahanka,3 BHK,1650.0,3.0,105.0,3,6363.636363636364
1st Block Jayanagar,2 BHK,1235.0,2.0,148.0,2,11983.805668016194
Yelahanka,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
M V Extenstion,6 BHK,900.0,5.0,100.0,6,11111.111111111111
Kengeri Satellite Town,2 BHK,985.0,2.0,42.0,2,4263.959390862944
Ramagondanahalli,3 BHK,1475.0,2.0,63.0,3,4271.186440677966
Hebbal,3 BHK,3450.0,5.0,348.0,3,10086.95652173913
Sarjapur  Road,3 BHK,1157.0,2.0,53.99,3,4666.3785652549695
Canara Bank Colony,2 BHK,900.0,2.0,35.0,2,3888.8888888888887
Gottigere,4 Bedroom,2500.0,3.0,120.0,4,4800.0
GM Palaya,2 BHK,1030.0,2.0,60.0,2,5825.242718446602
Kamdhenu Nagar,2 BHK,1000.0,2.0,46.0,2,4600.0
Sarjapur  Road,4 Bedroom,3800.0,3.0,325.0,4,8552.631578947368
Kasavanhalli,4 Bedroom,4260.0,4.0,333.0,4,7816.901408450704
Brookefield,5 Bedroom,1950.0,6.0,175.0,5,8974.358974358975
Kudlu,3 BHK,1570.0,2.0,65.94,3,4200.0
Kanakapura,2 BHK,1283.0,2.0,68.0,2,5300.077942322681
Electronic City Phase II,3 BHK,875.0,2.0,40.0,3,4571.428571428572
Vinayaka Nagar,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
HAL 2nd Stage,3 Bedroom,2700.0,3.0,500.0,3,18518.51851851852
Konanakunte,3 Bedroom,2400.0,2.0,180.0,3,7500.0
Kathriguppe,3 BHK,1250.0,2.0,68.75,3,5500.0
Old Madras Road,4 BHK,3630.0,6.0,196.0,4,5399.449035812672
Yelahanka,2 BHK,990.0,2.0,37.62,2,3799.9999999999995
Panathur,2 BHK,1199.0,2.0,85.0,2,7089.241034195163
Brindavan Nagar,2 BHK,1280.0,2.0,90.0,2,7031.25
1st Block Jayanagar,4 BHK,2750.0,4.0,413.0,4,15018.181818181818
Reliaable Tranquil Layout,2 BHK,1190.0,2.0,55.0,2,4621.848739495798
Yelachenahalli,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
RMV,3 BHK,2075.0,3.0,175.0,3,8433.734939759037
Harlur,2 BHK,1133.0,2.0,55.0,2,4854.368932038835
Somasundara Palya,4 BHK,2400.0,3.0,140.0,4,5833.333333333333
Whitefield,2 BHK,1280.0,2.0,69.0,2,5390.625
Horamavu Agara,3 BHK,1250.0,3.0,65.0,3,5200.0
Begur Road,3 BHK,1565.0,2.0,49.3,3,3150.1597444089457
Pattanagere,3 BHK,1900.0,3.0,65.0,3,3421.0526315789475
Munnekollal,2 BHK,1080.0,2.0,45.0,2,4166.666666666667
Battarahalli,1 BHK,600.0,1.0,47.0,1,7833.333333333333
Himagiri Meadows,3 Bedroom,1240.0,4.0,180.0,3,14516.129032258064
HRBR Layout,3 BHK,1335.0,2.0,87.0,3,6516.853932584269
Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401.284109149277
Sarjapur  Road,3 BHK,1385.0,3.0,55.0,3,3971.1191335740073
Govindpura,3 BHK,1578.0,3.0,73.9,3,4683.143219264893
HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035.0877192982457
Sarjapur  Road,3 BHK,1700.0,3.0,79.9,3,4700.000000000001
Ganganahalli,4 Bedroom,1050.0,4.0,90.0,4,8571.42857142857
Vidyaranyapura,2 BHK,1120.0,2.0,70.0,2,6250.0
Electronic City,1 BHK,435.0,1.0,22.0,1,5057.471264367816
Magadi Road,2 BHK,1116.0,2.0,51.89,2,4649.641577060932
Old Madras Road,3 BHK,1480.0,3.0,95.0,3,6418.918918918919
Hormavu,2 BHK,1000.0,2.0,50.0,2,5000.0
HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017.467248908297
Bommasandra,2 BHK,800.0,1.0,32.0,2,4000.0
Thanisandra,2 BHK,1265.0,2.0,83.0,2,6561.264822134387
Devanahalli,3 BHK,1700.0,3.0,88.2,3,5188.235294117647
Narayanappa Garden,2 BHK,1475.0,2.0,70.0,2,4745.762711864407
BTM 2nd Stage,2 BHK,1265.0,2.0,55.0,2,4347.826086956522
Anandapura,2 Bedroom,1200.0,2.0,58.0,2,4833.333333333333
1st Phase JP Nagar,3 BHK,2180.0,3.0,210.0,3,9633.02752293578
Brookefield,2 BHK,1080.0,2.0,50.0,2,4629.62962962963
Whitefield,3 BHK,2023.0,4.0,130.0,3,6426.099851705388
Hanumantha Nagar,2 BHK,2400.0,2.0,125.0,2,5208.333333333333
Kadubeesanahalli,3 BHK,1545.0,2.0,66.0,3,4271.844660194175
Kalena Agrahara,3 BHK,1804.0,3.0,166.0,3,9201.773835920178
3rd Block Hrbr Layout,2 Bedroom,1200.0,2.0,200.0,2,16666.666666666668
6th Phase JP Nagar,3 BHK,1350.0,2.0,58.0,3,4296.2962962962965
Hoodi,2 BHK,1108.0,2.0,74.23,2,6699.458483754513
Marathahalli,3 BHK,1730.0,3.0,115.0,3,6647.398843930636
RWF West Colony,3 BHK,1427.0,2.0,70.0,3,4905.395935529082
Yelahanka,2 BHK,935.0,2.0,35.53,2,3800.0
Sarjapura - Attibele Road,2 BHK,1073.0,2.0,31.77,2,2960.857409133271
Ananth Nagar,2 BHK,960.0,2.0,37.0,2,3854.1666666666665
Thigalarapalya,3 BHK,2215.0,4.0,150.0,3,6772.009029345372
Electronic City Phase II,2 BHK,1125.0,2.0,32.49,2,2888.0
Brookefield,2 BHK,1230.0,2.0,55.0,2,4471.544715447155
Mahadevpura,2 BHK,1438.0,2.0,89.0,2,6189.151599443671
7th Phase JP Nagar,2 BHK,1080.0,2.0,75.0,2,6944.444444444444
Hebbal Kempapura,3 Bedroom,1200.0,3.0,125.0,3,10416.666666666666
Marathahalli,2 Bedroom,1200.0,1.0,103.0,2,8583.333333333334
Uttarahalli,3 BHK,1590.0,3.0,58.0,3,3647.7987421383646
Seetharampalya,3 BHK,1350.0,3.0,68.0,3,5037.037037037037
Raja Rajeshwari Nagar,3 BHK,1400.0,2.0,48.0,3,3428.5714285714284
Kaggadasapura,3 BHK,1560.0,2.0,72.0,3,4615.384615384615
Mallasandra,4 BHK,1810.0,3.0,57.0,4,3149.171270718232
Kanaka Nagar,3 BHK,2274.24,4.0,160.0,3,7035.317292809907
Sonnenahalli,3 BHK,1484.0,3.0,74.18,3,4998.652291105122
Indira Nagar,3 BHK,1650.0,3.0,220.0,3,13333.333333333334
Stage-4 Bommanahalli,3 BHK,1455.0,2.0,55.0,3,3780.0687285223366
Thanisandra,3 BHK,2280.0,4.0,184.0,3,8070.175438596491
Rest House Road,5 BHK,4900.0,5.0,980.0,5,20000.0
Frazer Town,3 BHK,2079.0,3.0,220.0,3,10582.010582010582
Bharathi Nagar,2 BHK,1351.0,2.0,74.0,2,5477.424130273871
Kanakpura Road,3 BHK,1223.0,2.0,42.81,3,3500.408830744072
KR Puram,3 BHK,1430.0,2.0,61.0,3,4265.734265734266
Whitefield,4 Bedroom,3589.0,5.0,400.0,4,11145.165784341041
Electronic City Phase II,3 BHK,1310.0,2.0,37.83,3,2887.7862595419847
Channasandra,4 Bedroom,1800.0,4.0,300.0,4,16666.666666666668
Giri Nagar,4 Bedroom,1120.0,4.0,175.0,4,15625.0
Sarjapur  Road,2 BHK,984.0,2.0,55.0,2,5589.430894308943
Jalahalli,3 BHK,1770.0,3.0,100.0,3,5649.717514124294
Immadihalli,2 Bedroom,900.0,3.0,105.0,2,11666.666666666666
Ramamurthy Nagar,5 Bedroom,1350.0,5.0,120.0,5,8888.888888888889
Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250.172771250864
Margondanahalli,2 Bedroom,1140.0,2.0,60.0,2,5263.1578947368425
Bommanahalli,2 BHK,1170.0,2.0,34.0,2,2905.982905982906
Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2,3999.137931034483
Kanakpura Road,2 BHK,1296.0,2.0,89.0,2,6867.283950617284
Kempapura,3 BHK,1570.0,3.0,80.0,3,5095.541401273886
Nagappa Reddy Layout,3 BHK,1495.0,2.0,65.0,3,4347.826086956522
Hoodi,3 BHK,1530.0,2.0,67.0,3,4379.084967320261
Rajaji Nagar,5 Bedroom,900.0,4.0,140.0,5,15555.555555555555
Gunjur,3 BHK,1800.0,3.0,70.0,3,3888.8888888888887
Bellandur,2 BHK,1088.0,2.0,48.0,2,4411.764705882353
Hosa Road,3 BHK,1533.0,3.0,98.18,3,6404.4357469015
Rachenahalli,2 BHK,1100.0,2.0,68.0,2,6181.818181818182
Thubarahalli,3 BHK,1540.0,3.0,90.0,3,5844.1558441558445
Hebbal,2 BHK,1244.0,3.0,48.0,2,3858.520900321543
Hosa Road,2 BHK,1040.0,2.0,68.59,2,6595.192307692308
Ex-Servicemen Colony Dinnur Main Road R.T.Nagar,6 BHK,1034.0,6.0,101.0,6,9767.891682785299
Begur Road,2 BHK,1260.0,2.0,39.69,2,3150.0
Uttarahalli,2 BHK,1180.0,2.0,41.3,2,3499.9999999999995
Thigalarapalya,2 BHK,1245.0,2.0,100.0,2,8032.128514056225
Dollars Colony,3 BHK,1350.0,3.0,75.0,3,5555.555555555556
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,56.0,3,3825.136612021858
Alur,1 BHK,470.0,2.0,10.0,1,2127.659574468085
Vijayanagar,2 BHK,920.0,2.0,60.0,2,6521.739130434783
Vijay Nagar,6 Bedroom,2300.0,7.0,160.0,6,6956.521739130435
Sarjapur,2 BHK,1124.0,2.0,30.35,2,2700.1779359430607
Yelahanka New Town,4 BHK,2095.0,3.0,109.0,4,5202.863961813842
Begur Road,2 BHK,1100.0,2.0,71.42,2,6492.727272727273
Vijayanagar,2 BHK,1019.0,2.0,58.0,2,5691.854759568204
Harlur,3 BHK,1756.0,3.0,128.0,3,7289.293849658315
Bommasandra,3 BHK,1280.0,3.0,50.0,3,3906.25
Kenchenahalli,4 Bedroom,1200.0,3.0,125.0,4,10416.666666666666
Indira Nagar,3 BHK,1700.0,3.0,150.0,3,8823.529411764706
Whitefield,3 BHK,2134.0,4.0,118.0,3,5529.522024367385
Hosa Road,2 BHK,1369.1,2.0,98.0,2,7157.986998758309
Subramanyapura,3 Bedroom,600.0,3.0,69.0,3,11500.0
Hennur Bande,3 Bedroom,1313.0,4.0,150.0,3,11424.219345011425
Carmelaram,3 BHK,2515.0,4.0,155.0,3,6163.021868787277
Thigalarapalya,3 BHK,2215.0,4.0,154.0,3,6952.5959367945825
Basapura,3 BHK,1440.0,3.0,72.0,3,5000.0
Hennur Road,3 BHK,1186.0,2.0,55.33,3,4665.2613827993255
Uttarahalli,3 BHK,1350.0,2.0,47.24,3,3499.259259259259
Hebbal,3 BHK,1800.0,3.0,140.0,3,7777.777777777777
Kudlu,3 BHK,1600.0,3.0,79.0,3,4937.5
GM Palaya,2 BHK,1000.0,2.0,35.0,2,3500.0
Cunningham Road,3 BHK,2275.0,3.0,285.0,3,12527.472527472528
Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3,4521.072796934866
Binny Pete,3 BHK,1740.0,3.0,150.0,3,8620.689655172413
Malleshwaram,2 BHK,900.0,2.0,90.0,2,10000.0
Benson Town,2 BHK,1567.0,3.0,140.0,2,8934.269304403319
Kambipura,3 BHK,1082.0,2.0,45.5,3,4205.1756007393715
Nagarbhavi,2 BHK,1050.0,2.0,80.0,2,7619.047619047619
Atmananda Colony,2 BHK,1200.0,2.0,56.0,2,4666.666666666667
Begur,3 Bedroom,3500.0,4.0,185.0,3,5285.714285714285
Dasarahalli,2 BHK,1220.0,2.0,52.0,2,4262.295081967213
Binny Pete,3 BHK,1970.0,3.0,164.0,3,8324.873096446701
CMH Road,3 BHK,2665.0,3.0,350.0,3,13133.208255159474
Kanakapura,4 BHK,2130.0,4.0,120.0,4,5633.802816901409
Harlur,3 BHK,1749.0,3.0,120.0,3,6861.06346483705
Subramanyapura,2 BHK,1260.0,2.0,108.0,2,8571.42857142857
6th Phase JP Nagar,2 BHK,1170.0,2.0,120.0,2,10256.410256410256
Ankappa Layout,3 BHK,1670.0,3.0,75.0,3,4491.017964071856
Hennur Road,3 BHK,2264.0,3.0,168.0,3,7420.494699646643
Byadarahalli,4 BHK,3500.0,5.0,450.0,4,12857.142857142857
Begur,2 BHK,1100.0,2.0,55.0,2,5000.0
Chandapura,2 BHK,674.0,1.0,19.9,2,2952.522255192878
Koramangala,2 BHK,1320.0,2.0,160.0,2,12121.212121212122
Vishveshwarya Layout,4 Bedroom,600.0,4.0,85.0,4,14166.666666666666
Electronics City Phase 1,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
Nagavara,2 BHK,1125.0,2.0,44.5,2,3955.5555555555557
Baba Nagar,2 BHK,700.0,2.0,29.0,2,4142.857142857143
