index,City,Date,Card Type,Exp Type,Gender,Amount
11650,"Delhi, India",12-Jan-14,Gold,Entertainment,M,213315
11651,"Ahmedabad, India",22-May-15,Gold,Food,M,156814
11652,"Ahmedabad, India",8-Nov-13,Platinum,Entertainment,M,186964
11653,"Ahmedabad, India",22-May-15,Silver,Grocery,F,202331
11654,"Greater Mumbai, India",4-Mar-14,Silver,Grocery,M,144029
11655,"Ahmedabad, India",23-Jun-14,Signature,Bills,F,136992
11656,"Greater Mumbai, India",18-Apr-14,Platinum,Entertainment,M,252571
11657,"Ahmedabad, India",18-Jan-15,Gold,Entertainment,F,114196
11658,"Bengaluru, India",23-Mar-15,Gold,Bills,M,152971
11659,"Delhi, India",6-Jul-14,Gold,Grocery,M,190007
11660,"Greater Mumbai, India",24-May-15,Signature,Grocery,M,131287
11661,"Greater Mumbai, India",6-Apr-15,Gold,Grocery,M,278770
11662,"Ahmedabad, India",2-Feb-14,Gold,Bills,F,202822
11663,"Greater Mumbai, India",29-Nov-13,Silver,Entertainment,M,193228
11664,"Delhi, India",9-Nov-13,Signature,Food,F,14712
11665,"Delhi, India",23-Mar-15,Platinum,Entertainment,M,118737
11666,"Greater Mumbai, India",4-Jun-14,Silver,Bills,M,267655
11667,"Ahmedabad, India",20-Nov-14,Gold,Grocery,F,23184
11668,"Greater Mumbai, India",26-Feb-15,Silver,Fuel,M,239928
11669,"Ahmedabad, India",24-May-14,Silver,Grocery,M,170640
11670,"Greater Mumbai, India",24-Aug-14,Silver,Grocery,F,128228
11671,"Bengaluru, India",15-May-14,Gold,Bills,M,193757
11672,"Bengaluru, India",13-Apr-15,Silver,Food,M,272358
11673,"Bengaluru, India",7-Apr-15,Platinum,Entertainment,F,36944
11674,"Delhi, India",19-Mar-15,Silver,Entertainment,M,19156
11675,"Delhi, India",6-Aug-14,Platinum,Grocery,F,98173
11676,"Bengaluru, India",12-Nov-14,Platinum,Food,M,186047
11677,"Delhi, India",20-May-14,Platinum,Fuel,M,31563
11678,"Delhi, India",27-Feb-15,Silver,Bills,M,197274
11679,"Delhi, India",22-Aug-14,Platinum,Fuel,M,221875
11680,"Greater Mumbai, India",12-Nov-14,Signature,Food,F,59031
11681,"Delhi, India",21-Jan-15,Silver,Bills,F,228626
11682,"Greater Mumbai, India",4-May-15,Silver,Bills,F,68823
11683,"Bengaluru, India",4-Dec-14,Silver,Grocery,M,254625
11684,"Greater Mumbai, India",1-Oct-14,Silver,Entertainment,M,258128
11685,"Bengaluru, India",15-Apr-15,Platinum,Entertainment,F,23736
11686,"Bengaluru, India",10-Dec-14,Platinum,Entertainment,F,199553
11687,"Bengaluru, India",15-May-15,Silver,Bills,F,31651
11688,"Ahmedabad, India",15-Nov-14,Signature,Entertainment,F,10870
11689,"Delhi, India",30-Apr-15,Silver,Fuel,M,6022
11690,"Ahmedabad, India",12-Oct-13,Signature,Entertainment,F,185271
11691,"Delhi, India",19-Nov-13,Gold,Food,F,94316
11692,"Delhi, India",1-May-15,Signature,Grocery,M,244429
11693,"Ahmedabad, India",23-Dec-14,Silver,Fuel,M,110350
11694,"Delhi, India",30-Oct-13,Silver,Entertainment,M,95541
11695,"Ahmedabad, India",29-Oct-13,Silver,Entertainment,F,1969
11696,"Ahmedabad, India",6-Oct-14,Signature,Entertainment,M,182313
11697,"Ahmedabad, India",25-Jun-14,Platinum,Bills,M,144646
11698,"Greater Mumbai, India",14-Dec-13,Signature,Grocery,F,189353
11699,"Delhi, India",6-Jan-15,Platinum,Entertainment,F,191001
11700,"Greater Mumbai, India",16-Sep-14,Silver,Fuel,M,254996
11701,"Delhi, India",4-Oct-14,Signature,Entertainment,M,3454
11702,"Greater Mumbai, India",25-Oct-13,Silver,Fuel,F,91450
11703,"Bengaluru, India",29-Nov-13,Gold,Entertainment,F,89913
11704,"Bengaluru, India",7-Jul-14,Gold,Food,M,69711
11705,"Bengaluru, India",9-Feb-14,Platinum,Fuel,M,120286
11706,"Bengaluru, India",28-Oct-13,Signature,Entertainment,M,224161
11707,"Delhi, India",14-Apr-14,Silver,Fuel,M,290132
11708,"Bengaluru, India",26-Oct-13,Gold,Food,F,142970
11709,"Greater Mumbai, India",15-Nov-13,Platinum,Food,M,199318
11710,"Ahmedabad, India",1-Sep-14,Signature,Grocery,F,14115
11711,"Delhi, India",8-Jun-14,Signature,Food,F,39392
11712,"Bengaluru, India",6-Apr-14,Platinum,Entertainment,M,86334
11713,"Bengaluru, India",20-Jun-14,Silver,Bills,M,155114
11714,"Greater Mumbai, India",26-May-15,Signature,Grocery,F,226792
11715,"Ahmedabad, India",4-Apr-15,Gold,Fuel,M,23739
11716,"Delhi, India",21-Jun-14,Signature,Entertainment,M,294414
11717,"Bengaluru, India",10-Nov-14,Gold,Entertainment,M,206043
11718,"Delhi, India",13-Apr-14,Platinum,Grocery,M,115929
11719,"Ahmedabad, India",2-Apr-15,Silver,Food,F,139925
11720,"Bengaluru, India",27-Mar-14,Signature,Grocery,M,136944
11721,"Ahmedabad, India",14-Sep-14,Signature,Grocery,F,211626
11722,"Delhi, India",10-May-15,Gold,Grocery,F,19083
11723,"Bengaluru, India",24-Nov-14,Signature,Fuel,M,271962
11724,"Greater Mumbai, India",17-Jan-15,Platinum,Fuel,F,243785
11725,"Ahmedabad, India",4-Oct-14,Signature,Fuel,F,214523
11726,"Bengaluru, India",8-Nov-13,Platinum,Grocery,M,65822
11727,"Ahmedabad, India",25-Mar-15,Silver,Grocery,M,37399
11728,"Greater Mumbai, India",15-May-14,Silver,Bills,M,298486
11729,"Delhi, India",14-Jun-14,Gold,Food,M,244895
11730,"Greater Mumbai, India",23-Mar-15,Gold,Grocery,M,20750
11731,"Delhi, India",3-Nov-14,Signature,Grocery,F,227385
11732,"Delhi, India",9-Apr-15,Gold,Grocery,M,193553
11733,"Delhi, India",18-Jul-14,Silver,Bills,M,6466
11734,"Ahmedabad, India",6-Apr-15,Silver,Grocery,F,164251
11735,"Delhi, India",23-Oct-14,Gold,Entertainment,M,242915
11736,"Delhi, India",6-Oct-13,Gold,Grocery,F,62430
11737,"Ahmedabad, India",11-Feb-15,Gold,Entertainment,F,43260
11738,"Delhi, India",5-Jan-15,Gold,Grocery,M,289817
11739,"Delhi, India",30-Oct-14,Platinum,Food,F,22912
11740,"Bengaluru, India",11-Aug-14,Platinum,Bills,M,79518
11741,"Delhi, India",12-Apr-15,Silver,Entertainment,M,66435
11742,"Bengaluru, India",1-Jun-14,Silver,Food,F,197385
11743,"Delhi, India",18-Oct-13,Platinum,Fuel,F,187705
11744,"Bengaluru, India",5-Nov-13,Signature,Grocery,M,225226
11745,"Greater Mumbai, India",7-Mar-15,Gold,Entertainment,F,99497
11746,"Bengaluru, India",11-Sep-14,Gold,Bills,F,66229
11747,"Ahmedabad, India",18-Aug-14,Gold,Entertainment,M,294885
11748,"Ahmedabad, India",5-Apr-14,Signature,Fuel,F,97816
11749,"Bengaluru, India",19-Nov-14,Gold,Food,F,279480
11750,"Delhi, India",23-Mar-15,Signature,Fuel,M,10387
11751,"Bengaluru, India",15-Oct-14,Signature,Entertainment,F,57400
11752,"Bengaluru, India",29-Nov-14,Platinum,Food,F,234720
11753,"Bengaluru, India",30-Dec-14,Platinum,Fuel,F,157614
11754,"Delhi, India",2-Feb-14,Gold,Fuel,M,187148
11755,"Ahmedabad, India",25-May-14,Gold,Entertainment,M,86661
11756,"Greater Mumbai, India",20-Jun-14,Gold,Food,M,151808
11757,"Greater Mumbai, India",20-Sep-14,Signature,Bills,F,299199
11758,"Delhi, India",24-Nov-14,Gold,Grocery,F,156786
11759,"Ahmedabad, India",10-Dec-14,Silver,Fuel,F,32336
11760,"Ahmedabad, India",12-May-14,Silver,Fuel,F,144090
11761,"Greater Mumbai, India",10-Dec-14,Platinum,Grocery,M,101749
11762,"Ahmedabad, India",19-May-15,Platinum,Entertainment,M,246733
11763,"Ahmedabad, India",22-Dec-13,Signature,Bills,F,284084
11764,"Bengaluru, India",23-Dec-13,Gold,Grocery,M,166046
11765,"Ahmedabad, India",16-Nov-13,Platinum,Entertainment,F,130645
11766,"Ahmedabad, India",27-Mar-15,Platinum,Fuel,M,22633
11767,"Greater Mumbai, India",2-Dec-14,Platinum,Entertainment,M,170334
11768,"Bengaluru, India",6-May-14,Silver,Bills,F,71961
11769,"Delhi, India",5-Jul-14,Platinum,Entertainment,F,63013
11770,"Bengaluru, India",22-Nov-14,Signature,Food,M,30977
11771,"Bengaluru, India",20-Jan-15,Platinum,Entertainment,M,291410
11772,"Delhi, India",29-Jul-14,Signature,Bills,F,53145
11773,"Ahmedabad, India",10-Jun-14,Gold,Entertainment,M,122591
11774,"Bengaluru, India",3-Mar-15,Gold,Food,M,130054
11775,"Bengaluru, India",2-Nov-14,Platinum,Entertainment,F,10760
11776,"Bengaluru, India",8-Dec-13,Platinum,Grocery,M,43553
11777,"Ahmedabad, India",31-Oct-13,Gold,Bills,F,51687
11778,"Bengaluru, India",5-Apr-14,Gold,Grocery,M,178069
11779,"Greater Mumbai, India",26-Mar-14,Silver,Entertainment,M,176991
11780,"Bengaluru, India",2-Apr-14,Silver,Food,M,144026
11781,"Bengaluru, India",25-Mar-15,Signature,Entertainment,M,208419
11782,"Ahmedabad, India",14-Apr-14,Platinum,Bills,M,180221
11783,"Ahmedabad, India",15-Feb-15,Signature,Food,F,292783
11784,"Bengaluru, India",20-Oct-13,Signature,Entertainment,F,133243
11785,"Delhi, India",26-Dec-14,Signature,Fuel,M,251408
11786,"Bengaluru, India",26-Apr-14,Gold,Fuel,F,73686
11787,"Ahmedabad, India",26-Jan-15,Signature,Bills,F,229003
11788,"Ahmedabad, India",19-Nov-13,Silver,Entertainment,M,3457
11789,"Greater Mumbai, India",22-Aug-14,Signature,Bills,F,175636
11790,"Greater Mumbai, India",2-Mar-14,Silver,Food,F,116528
11791,"Bengaluru, India",5-Oct-14,Platinum,Bills,F,193363
11792,"Greater Mumbai, India",15-Mar-14,Gold,Grocery,F,268380
11793,"Ahmedabad, India",14-Jul-14,Gold,Bills,F,93707
11794,"Bengaluru, India",9-Jul-14,Platinum,Fuel,M,168854
11795,"Ahmedabad, India",7-Jul-14,Platinum,Fuel,M,278309
11796,"Bengaluru, India",9-Oct-13,Signature,Entertainment,F,157165
11797,"Bengaluru, India",20-Jan-15,Signature,Entertainment,F,245077
11798,"Bengaluru, India",15-Sep-14,Platinum,Bills,M,91567
11799,"Greater Mumbai, India",26-Mar-14,Silver,Bills,F,26743
11800,"Bengaluru, India",5-Feb-15,Platinum,Food,M,295759
11801,"Greater Mumbai, India",8-Nov-14,Silver,Food,M,5341
11802,"Greater Mumbai, India",31-Jan-14,Silver,Food,M,290003
11803,"Greater Mumbai, India",22-Dec-14,Signature,Food,F,224545
11804,"Greater Mumbai, India",8-Oct-14,Platinum,Food,M,16860
11805,"Greater Mumbai, India",28-Aug-14,Silver,Fuel,M,127736
11806,"Delhi, India",14-Nov-13,Gold,Bills,M,46898
11807,"Ahmedabad, India",5-Apr-14,Silver,Fuel,M,240544
11808,"Bengaluru, India",23-Oct-14,Platinum,Fuel,M,232975
11809,"Bengaluru, India",4-May-14,Silver,Food,F,142498
11810,"Delhi, India",20-Jul-14,Platinum,Food,M,121125
11811,"Ahmedabad, India",1-Dec-14,Silver,Food,M,87180
11812,"Delhi, India",10-Apr-14,Platinum,Food,M,249324
11813,"Greater Mumbai, India",29-Nov-13,Silver,Bills,F,268662
11814,"Bengaluru, India",22-Feb-15,Platinum,Fuel,F,11983
11815,"Delhi, India",19-May-15,Signature,Entertainment,F,193645
11816,"Bengaluru, India",3-Feb-15,Silver,Entertainment,F,194188
11817,"Greater Mumbai, India",15-Nov-14,Gold,Fuel,M,52414
11818,"Bengaluru, India",2-Sep-14,Signature,Fuel,F,238593
11819,"Delhi, India",12-Mar-14,Gold,Fuel,M,200476
11820,"Bengaluru, India",9-Oct-13,Gold,Food,F,216547
11821,"Delhi, India",3-Oct-14,Silver,Food,F,53275
11822,"Bengaluru, India",4-Feb-14,Silver,Food,F,243084
11823,"Ahmedabad, India",19-Dec-13,Silver,Grocery,M,206770
11824,"Greater Mumbai, India",20-Aug-14,Signature,Entertainment,F,230250
11825,"Delhi, India",26-Jan-14,Gold,Fuel,F,135845
11826,"Ahmedabad, India",27-Feb-15,Platinum,Bills,F,283472
11827,"Bengaluru, India",3-Aug-14,Platinum,Grocery,M,178682
11828,"Delhi, India",13-Apr-15,Signature,Food,M,27210
11829,"Delhi, India",2-Dec-14,Silver,Food,F,284328
11830,"Bengaluru, India",20-Oct-13,Signature,Grocery,F,250663
11831,"Delhi, India",5-Feb-15,Silver,Grocery,M,154520
11832,"Ahmedabad, India",27-Jan-15,Silver,Grocery,F,108312
11833,"Greater Mumbai, India",16-Aug-14,Platinum,Grocery,M,53481
11834,"Ahmedabad, India",21-Jan-14,Gold,Food,M,46678
11835,"Ahmedabad, India",30-Oct-14,Platinum,Entertainment,M,271750
11836,"Bengaluru, India",25-Mar-14,Platinum,Bills,M,115445
11837,"Delhi, India",26-May-14,Platinum,Grocery,F,148687
11838,"Greater Mumbai, India",8-Oct-13,Gold,Entertainment,F,188378
11839,"Bengaluru, India",25-Mar-15,Signature,Food,M,61457
11840,"Greater Mumbai, India",17-Jan-15,Platinum,Food,M,69714
11841,"Delhi, India",15-Feb-15,Signature,Bills,F,18294
11842,"Greater Mumbai, India",1-Jun-14,Silver,Bills,F,87053
11843,"Delhi, India",19-Apr-15,Gold,Grocery,M,55673
11844,"Ahmedabad, India",4-Dec-14,Platinum,Grocery,M,258372
11845,"Bengaluru, India",9-Apr-15,Silver,Fuel,F,200981
11846,"Ahmedabad, India",17-Apr-15,Signature,Grocery,F,158682
11847,"Bengaluru, India",5-May-14,Gold,Entertainment,F,196545
11848,"Bengaluru, India",22-Jan-14,Silver,Grocery,M,14465
11849,"Delhi, India",30-Oct-14,Platinum,Bills,F,252594
11850,"Bengaluru, India",16-Sep-14,Gold,Bills,F,194422
11851,"Delhi, India",21-Aug-14,Gold,Bills,M,161183
11852,"Delhi, India",2-Jan-14,Silver,Food,M,72118
11853,"Ahmedabad, India",23-Dec-14,Platinum,Grocery,M,132199
11854,"Delhi, India",17-Aug-14,Gold,Fuel,M,62319
11855,"Bengaluru, India",12-May-15,Gold,Fuel,F,145290
11856,"Greater Mumbai, India",21-Feb-14,Silver,Grocery,M,166432
11857,"Bengaluru, India",31-Mar-15,Platinum,Food,M,134309
11858,"Greater Mumbai, India",27-Oct-14,Gold,Bills,F,260413
11859,"Bengaluru, India",16-Jul-14,Platinum,Grocery,M,269179
11860,"Delhi, India",7-Jan-14,Silver,Entertainment,F,169072
11861,"Ahmedabad, India",13-Oct-14,Silver,Food,M,276611
11862,"Delhi, India",4-Jan-15,Signature,Fuel,M,149440
11863,"Delhi, India",25-Jul-14,Signature,Fuel,M,214871
11864,"Delhi, India",18-Apr-15,Silver,Fuel,M,86484
11865,"Delhi, India",17-Aug-14,Platinum,Grocery,F,133675
11866,"Delhi, India",24-Apr-14,Gold,Entertainment,F,254570
11867,"Delhi, India",14-Dec-14,Silver,Entertainment,F,199172
11868,"Ahmedabad, India",25-Mar-15,Gold,Bills,M,62801
11869,"Ahmedabad, India",10-May-15,Platinum,Bills,M,241407
11870,"Ahmedabad, India",26-Feb-15,Gold,Fuel,M,34164
11871,"Bengaluru, India",14-Feb-15,Silver,Grocery,F,203792
11872,"Bengaluru, India",9-Nov-13,Gold,Bills,M,44897
11873,"Delhi, India",30-Mar-15,Gold,Bills,M,60298
11874,"Bengaluru, India",17-May-15,Platinum,Fuel,F,64993
11875,"Delhi, India",20-Jul-14,Platinum,Bills,M,83640
11876,"Delhi, India",11-Nov-14,Silver,Entertainment,F,176120
11877,"Delhi, India",11-Nov-14,Signature,Entertainment,F,129341
11878,"Ahmedabad, India",23-Dec-14,Silver,Entertainment,F,207326
11879,"Delhi, India",9-Apr-15,Gold,Entertainment,M,4382
11880,"Ahmedabad, India",8-Sep-14,Signature,Entertainment,F,91960
11881,"Bengaluru, India",12-Dec-13,Silver,Entertainment,F,123310
11882,"Ahmedabad, India",17-Jun-14,Signature,Bills,M,142147
11883,"Ahmedabad, India",4-Feb-15,Platinum,Bills,F,31588
11884,"Delhi, India",14-May-14,Signature,Fuel,F,188598
11885,"Delhi, India",30-Dec-13,Platinum,Grocery,M,206837
11886,"Ahmedabad, India",6-Sep-14,Signature,Entertainment,M,276919
11887,"Delhi, India",19-Oct-13,Signature,Entertainment,M,46974
11888,"Ahmedabad, India",17-Mar-15,Platinum,Bills,M,186737
11889,"Ahmedabad, India",23-Feb-15,Signature,Fuel,M,18173
11890,"Greater Mumbai, India",6-Feb-15,Silver,Bills,F,108752
11891,"Delhi, India",11-Jan-14,Gold,Food,M,28989
11892,"Greater Mumbai, India",20-Jan-15,Gold,Fuel,M,77528
11893,"Greater Mumbai, India",2-Nov-14,Signature,Grocery,M,204972
11894,"Bengaluru, India",4-May-14,Silver,Grocery,F,47975
11895,"Ahmedabad, India",24-Aug-14,Platinum,Entertainment,M,108378
11896,"Ahmedabad, India",16-Apr-15,Platinum,Food,F,43850
11897,"Bengaluru, India",20-Apr-15,Gold,Entertainment,F,257148
11898,"Greater Mumbai, India",30-Aug-14,Silver,Bills,F,11713
11899,"Delhi, India",12-Dec-14,Gold,Bills,F,165269
11900,"Bengaluru, India",13-Sep-14,Gold,Grocery,F,291499
11901,"Greater Mumbai, India",3-Dec-14,Signature,Fuel,F,1416
11902,"Ahmedabad, India",4-Jun-14,Signature,Food,M,186751
11903,"Greater Mumbai, India",18-Feb-14,Platinum,Entertainment,M,66496
11904,"Greater Mumbai, India",21-May-15,Silver,Fuel,F,182815
11905,"Bengaluru, India",24-May-15,Silver,Entertainment,F,247546
11906,"Greater Mumbai, India",13-Nov-13,Gold,Bills,F,292628
11907,"Delhi, India",7-Jun-14,Silver,Entertainment,F,98422
11908,"Ahmedabad, India",9-May-15,Signature,Grocery,F,299077
11909,"Greater Mumbai, India",10-Dec-13,Gold,Grocery,F,178470
11910,"Ahmedabad, India",22-Jul-14,Platinum,Food,F,228398
11911,"Delhi, India",27-Aug-14,Signature,Food,M,222547
11912,"Delhi, India",29-Sep-14,Signature,Entertainment,F,147413
11913,"Delhi, India",17-Oct-13,Gold,Grocery,F,102262
11914,"Bengaluru, India",2-Jan-14,Gold,Grocery,M,97540
11915,"Bengaluru, India",12-Aug-14,Gold,Entertainment,M,285606
11916,"Ahmedabad, India",29-Oct-13,Silver,Entertainment,F,241605
11917,"Greater Mumbai, India",9-Nov-13,Gold,Fuel,F,291366
11918,"Delhi, India",28-Jul-14,Platinum,Bills,M,286264
11919,"Greater Mumbai, India",6-Jan-14,Silver,Bills,F,38545
11920,"Delhi, India",19-Mar-14,Platinum,Bills,F,227321
11921,"Delhi, India",21-Mar-15,Silver,Grocery,F,137573
11922,"Ahmedabad, India",6-Jun-14,Signature,Fuel,F,37799
11923,"Bengaluru, India",1-Apr-15,Platinum,Bills,M,118396
11924,"Delhi, India",2-Sep-14,Gold,Food,M,207005
11925,"Bengaluru, India",26-Sep-14,Signature,Entertainment,F,110085
11926,"Ahmedabad, India",6-Oct-14,Signature,Fuel,F,148770
11927,"Ahmedabad, India",8-Apr-15,Gold,Entertainment,M,274020
11928,"Greater Mumbai, India",26-Jan-15,Gold,Bills,F,198928
11929,"Bengaluru, India",14-Sep-14,Gold,Fuel,F,28830
11930,"Ahmedabad, India",16-Dec-14,Signature,Bills,M,188596
11931,"Delhi, India",4-Oct-14,Platinum,Bills,M,213605
11932,"Bengaluru, India",28-May-14,Platinum,Grocery,M,9991
11933,"Greater Mumbai, India",12-Oct-14,Signature,Fuel,F,266251
11934,"Delhi, India",22-May-14,Gold,Entertainment,F,2833
11935,"Delhi, India",10-Aug-14,Gold,Fuel,M,167447
11936,"Greater Mumbai, India",18-Oct-14,Signature,Fuel,M,277423
11937,"Delhi, India",20-Feb-15,Platinum,Fuel,F,241782
11938,"Delhi, India",2-Sep-14,Signature,Fuel,F,212151
11939,"Bengaluru, India",7-Jan-14,Gold,Entertainment,M,220126
11940,"Greater Mumbai, India",13-Apr-15,Platinum,Grocery,M,57321
11941,"Bengaluru, India",14-May-14,Signature,Entertainment,M,202781
11942,"Bengaluru, India",25-Oct-13,Signature,Food,F,42802
11943,"Delhi, India",13-Feb-14,Signature,Bills,F,147429
11944,"Greater Mumbai, India",11-Dec-14,Signature,Fuel,F,181390
11945,"Delhi, India",14-Jan-14,Signature,Food,F,182273
11946,"Greater Mumbai, India",10-May-15,Gold,Food,F,153237
11947,"Ahmedabad, India",30-Nov-13,Silver,Bills,F,207537
11948,"Delhi, India",16-Feb-14,Platinum,Food,F,106619
11949,"Bengaluru, India",29-Oct-13,Silver,Grocery,F,63284
11950,"Ahmedabad, India",16-Jun-14,Platinum,Entertainment,M,135305
11951,"Ahmedabad, India",31-May-14,Gold,Food,M,195758
11952,"Bengaluru, India",12-Feb-15,Platinum,Grocery,F,171643
11953,"Delhi, India",19-Oct-14,Silver,Grocery,F,41968
11954,"Greater Mumbai, India",1-Feb-15,Platinum,Bills,M,241286
11955,"Bengaluru, India",3-May-15,Silver,Entertainment,F,27360
11956,"Delhi, India",13-Feb-15,Signature,Bills,M,188733
11957,"Delhi, India",5-Jan-15,Gold,Grocery,M,82219
11958,"Delhi, India",13-Jul-14,Signature,Bills,F,45055
11959,"Ahmedabad, India",31-Dec-14,Platinum,Grocery,M,18081
11960,"Greater Mumbai, India",11-Mar-14,Silver,Bills,F,250750
11961,"Ahmedabad, India",25-Nov-14,Silver,Fuel,M,161891
11962,"Greater Mumbai, India",26-Sep-14,Silver,Grocery,F,109050
11963,"Greater Mumbai, India",20-Mar-14,Gold,Bills,F,130529
11964,"Delhi, India",14-Nov-14,Platinum,Entertainment,M,159688
11965,"Bengaluru, India",26-Apr-14,Gold,Grocery,F,235917
11966,"Bengaluru, India",26-Oct-14,Signature,Entertainment,M,268799
11967,"Greater Mumbai, India",21-Oct-13,Platinum,Fuel,F,156242
11968,"Ahmedabad, India",11-Aug-14,Platinum,Food,F,206947
11969,"Ahmedabad, India",10-Jul-14,Signature,Fuel,M,38454
11970,"Ahmedabad, India",31-Jul-14,Signature,Grocery,F,105543
11971,"Delhi, India",30-May-14,Silver,Grocery,F,152775
11972,"Delhi, India",24-Apr-15,Gold,Grocery,F,55120
11973,"Delhi, India",17-Jun-14,Gold,Food,M,54377
11974,"Ahmedabad, India",10-Oct-13,Silver,Entertainment,F,79847
11975,"Bengaluru, India",26-Oct-14,Signature,Grocery,F,139348
11976,"Ahmedabad, India",13-Jan-14,Silver,Grocery,M,126021
11977,"Greater Mumbai, India",5-May-15,Signature,Grocery,M,286858
11978,"Bengaluru, India",7-Jan-14,Platinum,Fuel,M,94896
11979,"Greater Mumbai, India",27-Apr-15,Gold,Entertainment,M,266507
11980,"Delhi, India",28-Jan-15,Silver,Food,F,214880
11981,"Ahmedabad, India",8-Aug-14,Platinum,Bills,M,118300
11982,"Greater Mumbai, India",25-Mar-15,Gold,Grocery,F,203873
11983,"Delhi, India",28-Dec-14,Silver,Fuel,M,159378
11984,"Delhi, India",23-May-14,Silver,Entertainment,M,25055
11985,"Bengaluru, India",22-Dec-13,Silver,Entertainment,F,149133
11986,"Bengaluru, India",12-May-15,Platinum,Entertainment,F,229549
11987,"Bengaluru, India",8-Feb-14,Silver,Entertainment,M,298720
11988,"Ahmedabad, India",2-Mar-14,Gold,Grocery,F,74717
11989,"Ahmedabad, India",5-Aug-14,Platinum,Food,M,270794
11990,"Ahmedabad, India",14-Oct-14,Platinum,Entertainment,F,42478
11991,"Delhi, India",5-Jul-14,Silver,Fuel,M,94854
11992,"Greater Mumbai, India",14-May-15,Gold,Fuel,M,236940
11993,"Delhi, India",13-Apr-14,Gold,Grocery,M,163832
11994,"Ahmedabad, India",15-Oct-14,Platinum,Bills,M,156679
11995,"Bengaluru, India",6-Oct-14,Signature,Bills,F,142985
11996,"Greater Mumbai, India",16-Sep-14,Signature,Bills,M,22203
11997,"Ahmedabad, India",25-Oct-13,Silver,Grocery,M,40749
11998,"Ahmedabad, India",8-Feb-15,Silver,Food,F,127835
11999,"Bengaluru, India",7-Dec-14,Platinum,Grocery,F,255397
12000,"Delhi, India",28-Sep-14,Silver,Bills,M,115346
12001,"Greater Mumbai, India",17-Sep-14,Silver,Grocery,F,145371
12002,"Delhi, India",2-Feb-15,Platinum,Food,F,50430
12003,"Ahmedabad, India",23-May-14,Signature,Entertainment,F,20343
12004,"Delhi, India",17-Jan-15,Signature,Grocery,M,6700
12005,"Greater Mumbai, India",19-Nov-13,Gold,Grocery,F,58158
12006,"Greater Mumbai, India",27-Oct-13,Signature,Bills,F,241157
12007,"Greater Mumbai, India",8-Aug-14,Gold,Food,M,145053
12008,"Delhi, India",2-Feb-14,Gold,Entertainment,M,184435
12009,"Delhi, India",8-Nov-13,Gold,Grocery,F,254192
12010,"Delhi, India",6-Jun-14,Gold,Grocery,M,260910
12011,"Ahmedabad, India",27-Oct-14,Silver,Bills,F,245876
12012,"Ahmedabad, India",2-Aug-14,Silver,Fuel,F,204747
12013,"Bengaluru, India",20-Sep-14,Signature,Entertainment,F,218442
12014,"Delhi, India",30-Dec-13,Silver,Entertainment,M,239736
